componente,param,variable,ess_min,ess_mean,geweke_max,rhat,converge
3,beta_j,fpc_5_lag2,960.7026352874387,1139.549808547241,1.4344494797872154,1.0004984427393748,True
3,beta_j,fpc_1_lag3,829.4233095122345,1266.9514851429105,1.6471106124376933,1.0001741369765536,True
3,beta_j,fpc_2_lag3,938.2194139403172,999.2675381660466,2.3761004923097606,1.0003030805352158,False
3,beta_j,fpc_3_lag3,1032.721305799042,1150.9541999893902,0.918430882955411,0.9996816166082463,True
3,beta_j,fpc_4_lag3,225.937718318705,1030.828321751287,1.384626646681944,1.000349286712976,True
3,beta_j,fpc_5_lag3,825.6019604945559,1275.2006534981854,1.3629450810256716,0.9997647812742237,True
3,p_j,fpc_1_lag1,78.82790808576911,154.18088903217264,3.0713437007319535,1.0029789295445193,False
3,p_j,fpc_2_lag1,96.8550153310231,127.54461291277532,1.9044581853619684,1.0014541603332243,False
3,p_j,fpc_3_lag1,37.84802242298233,53.31065932102456,2.0795319679103756,1.0168789207988995,False
3,p_j,fpc_4_lag1,75.60985798674646,119.77838157356048,1.9137705771788112,1.0095643245041048,False
3,p_j,fpc_5_lag1,108.6685950950911,125.70559741670763,0.7283965967674607,1.0086067129672542,True
3,p_j,fpc_1_lag2,82.70152766543514,118.12647812549653,0.8890512081819466,1.000708228185592,False
3,p_j,fpc_2_lag2,99.85707562233144,141.8231920967609,1.616207390874453,1.000702210355321,False
3,p_j,fpc_3_lag2,68.6107374824775,109.85408133035146,1.9527939447502156,1.0052820389405985,False
3,p_j,fpc_4_lag2,32.710457353237324,85.68498771909287,1.540194912964725,1.0061311739254344,False
3,p_j,fpc_5_lag2,42.08943418970289,51.575819135540804,3.0183849226240804,1.0005662857984394,False
3,p_j,fpc_1_lag3,76.83373689349946,97.04908635278241,1.4718177305828384,1.0021914747584524,False
3,p_j,fpc_2_lag3,82.6694876496697,130.20478476394544,1.6975177497880802,1.0010042793159921,False
3,p_j,fpc_3_lag3,28.448236079685632,69.22022703743966,1.612230857141164,1.0213776255277618,False
3,p_j,fpc_4_lag3,56.30126917877903,81.35009048249607,1.3135943375970076,1.000528646436354,False
3,p_j,fpc_5_lag3,66.3205508587952,100.55914515370172,1.301445059098588,1.0020905460253602,False
4,beta_j,fpc_1_lag1,1218.759175044677,1406.2530583482257,0.28183079335487954,0.9997531437463831,True
4,beta_j,fpc_2_lag1,1090.1409589409313,1363.3803196469771,0.938975262490453,1.000010780294698,True
4,beta_j,fpc_3_lag1,916.0946275464258,1109.9892927034914,2.0304642707894907,1.00031926247175,False
4,beta_j,fpc_4_lag1,1273.9094100515424,1414.0370889071667,1.5556940400495962,1.0000619040087555,True
4,beta_j,fpc_5_lag1,1327.6099329956967,1442.536644331899,1.1665902087925366,0.9996814535991261,True
4,beta_j,fpc_1_lag2,1339.535946725607,1446.511982241869,1.0559745796647408,1.0000968881745267,True
4,beta_j,fpc_2_lag2,943.3035108008576,1137.9223568128818,0.9532463036761428,1.0000266457263314,True
4,beta_j,fpc_3_lag2,715.8460694854288,1238.615356495143,0.9571690135139952,1.0003445716980912,True
4,beta_j,fpc_4_lag2,1185.3145587238384,1299.6838111995492,0.7464528439616348,0.9998976051452816,True
4,beta_j,fpc_5_lag2,1358.6937177619698,1452.8979059206565,1.3410438561633287,0.9996920454004614,True
4,beta_j,fpc_1_lag3,1187.2480610070238,1300.331652227563,0.48959381990922585,0.9997609719131104,True
4,beta_j,fpc_2_lag3,1500.0,1500.0,0.6537327151728145,0.9997644150752213,True
4,beta_j,fpc_3_lag3,1331.7916687023785,1443.9305562341262,0.6516827620309137,0.9997048114088594,True
4,beta_j,fpc_4_lag3,1122.5413401709736,1161.7008090077097,1.4728510405806148,1.0002388153895503,True
4,beta_j,fpc_5_lag3,1086.901799968939,1264.0674678501914,1.151195905471088,1.0001869282461235,True
4,p_j,fpc_1_lag1,95.38018939297199,169.22917070799232,1.611807270053057,1.0035366490234627,False
4,p_j,fpc_2_lag1,129.9363191922806,181.26560463283363,3.5859175965022003,1.0060198827786013,False
4,p_j,fpc_3_lag1,109.30132277282979,166.14949891567952,0.470310370943299,1.0010045148765845,True
4,p_j,fpc_4_lag1,3.649009098951033,64.67658621537646,2.887751882698443,1.081790361884172,False
4,p_j,fpc_5_lag1,118.32966542722296,131.75858632270229,0.7606969106201726,1.0073488903475658,True
4,p_j,fpc_1_lag2,118.21730467131394,171.85145028922003,2.1576661348238044,1.0017153868752877,False
4,p_j,fpc_2_lag2,120.41339244103344,176.58199259140608,2.690340604354619,1.0086118237147752,False
4,p_j,fpc_3_lag2,124.07397339548601,158.1748378552634,1.2977457881899057,1.0126219660930165,True
4,p_j,fpc_4_lag2,55.180370630430915,145.81359542745085,2.5662296137517076,1.0015619607084447,False
4,p_j,fpc_5_lag2,160.41600202949684,180.088642829436,1.6999232277901712,1.0012920363997422,True
4,p_j,fpc_1_lag3,184.08228630349402,221.25212201242016,1.3619502728859538,1.0084776405006224,True
4,p_j,fpc_2_lag3,97.35004045543256,133.83411710037015,2.6584491853406207,1.011544204266202,False
4,p_j,fpc_3_lag3,123.13249627928045,205.94095607112865,0.9325185744710722,1.005624454075087,True
4,p_j,fpc_4_lag3,121.51753160632654,146.068375141582,1.558127471871409,1.007786796374817,True
4,p_j,fpc_5_lag3,115.63916067989341,163.18209243157096,1.7999915042113181,1.0056060918107235,True
5,beta_j,fpc_1_lag1,1012.9954548662326,1302.5709991636575,0.8347156627375036,0.9997151085594658,True
5,beta_j,fpc_2_lag1,1386.277044369684,1462.0923481232282,1.1574239039638354,0.9999516391219496,True
5,beta_j,fpc_3_lag1,1106.7854603799867,1294.0030041257185,0.4978866656914831,0.9999582026264209,True
5,beta_j,fpc_4_lag1,1224.5582761999035,1351.767934160655,1.7095189486430735,1.0002449402040015,True
5,beta_j,fpc_5_lag1,1500.0,1500.0,,,False
5,beta_j,fpc_1_lag2,1131.6762319452428,1271.4820577079336,0.7244361254485941,0.9998875665087793,True
5,beta_j,fpc_2_lag2,556.1291381502707,846.4014731616916,1.2206561188852072,1.0001150047727192,True
5,beta_j,fpc_3_lag2,761.3225568664276,1253.7741856221426,1.427785856866727,0.9999498930885208,True
5,beta_j,fpc_4_lag2,925.9890901273319,1199.8862200989922,1.4795398185835,0.9998270013909097,True
5,beta_j,fpc_5_lag2,1444.059164305224,1474.9431318305114,1.7618789893157318,1.0001132132677413,True
5,beta_j,fpc_1_lag3,913.159578708817,1153.0271084412964,2.749171202021246,0.9998625567976878,False
5,beta_j,fpc_2_lag3,888.5124731810616,1296.170824393687,0.23672497043612648,1.0004519897920934,True
5,beta_j,fpc_3_lag3,1500.0,1500.0,0.7270529617079197,0.999709879331,True
5,beta_j,fpc_4_lag3,536.3557176995839,1178.7852392331945,0.6378558208100475,1.0005804290738338,True
5,beta_j,fpc_5_lag3,766.1695241536295,1160.1926075782997,0.5404653071207375,0.9998849145653842,True
5,p_j,fpc_1_lag1,59.08197277726802,66.43016390706791,1.838386531572594,1.0202109394383692,False
5,p_j,fpc_2_lag1,83.706948067885,100.788985514417,2.416083397452527,1.00101881406817,False
5,p_j,fpc_3_lag1,58.4991521918858,136.23726026384787,2.7593261094809685,1.0207113383600461,False
5,p_j,fpc_4_lag1,60.2635827868583,79.99485102712468,1.2346473034315735,1.0005058866466447,False
5,p_j,fpc_5_lag1,1500.0,1500.0,,,False
5,p_j,fpc_1_lag2,91.7809220728983,107.7493310838883,2.537255773895579,1.0044850854019076,False
5,p_j,fpc_2_lag2,62.1277326136784,90.12811259490319,0.9416619646794571,1.053490937621801,False
5,p_j,fpc_3_lag2,21.96473307233865,90.2653348187569,2.1364571945236146,1.0072576260762156,False
5,p_j,fpc_4_lag2,81.39312254447327,109.20591031937049,0.7301110434233362,1.002325218586211,False
5,p_j,fpc_5_lag2,68.14355895126883,109.97789524471439,2.2146978574025593,1.0090472442059222,False
5,p_j,fpc_1_lag3,53.4901754975041,64.2800874001802,2.3599132556162012,1.0053569862688532,False
5,p_j,fpc_2_lag3,56.68328553175195,83.32164949372638,1.754783881355796,1.011254797402742,False
5,p_j,fpc_3_lag3,69.21726639095259,88.6723873168488,1.0435538041042955,1.0147685561886959,False
5,p_j,fpc_4_lag3,45.27680182780252,77.20604599625585,1.6748477781737425,1.0013206806068387,False
5,p_j,fpc_5_lag3,57.37315746692515,100.86510308984016,1.543018268177611,1.0011612447092018,False
