w,metrica,columna,criterio,bloque,M,n_ventanas,pct_ventanas_ganadas
40,2. RMSE (L^2),rmse_f,menor es mejor,train,3,657,0.1080669710806697
40,2. RMSE (L^2),rmse_f,menor es mejor,train,4,657,0.1567732115677321
40,2. RMSE (L^2),rmse_f,menor es mejor,test,1,261,0.47126436781609193
40,2. RMSE (L^2),rmse_f,menor es mejor,test,2,261,0.22988505747126436
40,2. RMSE (L^2),rmse_f,menor es mejor,test,3,261,0.19923371647509577
40,2. RMSE (L^2),rmse_f,menor es mejor,test,4,261,0.09961685823754789
40,3. E_max promedio por curva,linf_medio,menor es mejor,train,1,657,0.3729071537290715
40,3. E_max promedio por curva,linf_medio,menor es mejor,train,2,657,0.2374429223744292
40,3. E_max promedio por curva,linf_medio,menor es mejor,train,3,657,0.197869101978691
40,3. E_max promedio por curva,linf_medio,menor es mejor,train,4,657,0.1917808219178082
40,3. E_max promedio por curva,linf_medio,menor es mejor,test,1,261,0.36015325670498083
40,3. E_max promedio por curva,linf_medio,menor es mejor,test,2,261,0.4329501915708812
40,3. E_max promedio por curva,linf_medio,menor es mejor,test,3,261,0.13409961685823754
40,3. E_max promedio por curva,linf_medio,menor es mejor,test,4,261,0.07279693486590039
40,4. E_max peor de la ventana,linf_max,menor es mejor,train,1,657,0.3485540334855403
40,4. E_max peor de la ventana,linf_max,menor es mejor,train,2,657,0.3257229832572298
40,4. E_max peor de la ventana,linf_max,menor es mejor,train,3,657,0.0593607305936073
40,4. E_max peor de la ventana,linf_max,menor es mejor,train,4,657,0.2663622526636225
40,4. E_max peor de la ventana,linf_max,menor es mejor,test,1,261,0.7088122605363985
40,4. E_max peor de la ventana,linf_max,menor es mejor,test,2,261,0.09578544061302682
40,4. E_max peor de la ventana,linf_max,menor es mejor,test,3,261,0.0
40,4. E_max peor de la ventana,linf_max,menor es mejor,test,4,261,0.19540229885057472
