t,regimen,p_regimen_0,z_lag,ambiguedad,ambiguo,b_t,sep_dinamica,sep_tendencia,separacion,sep_en_sd,bimodal,nivel_curva,bloque
19,0,0.6628196721111987,-0.10504270981070328,0.33718032788880126,1,0.2706766917293233,0.6607044591161093,0.20300751879699247,0.8637119779131017,0.8637119779131017,0,-0.6002296865753003,train
20,1,0.12435043432212406,0.2883776504044308,0.12435043432212406,0,0.2857142857142857,1.0734239320441257,0.21428571428571427,1.2877096463298399,1.2877096463298399,0,1.8512335816677647,train
21,0,0.9787553680332751,-0.507173999118052,0.02124463196672488,0,0.3007518796992481,2.2507196759117996,0.22556390977443608,2.4762835856862355,2.4762835856862355,0,2.0902926999713394,train
22,1,0.353732491168567,0.09381571577136259,0.353732491168567,1,0.3157894736842105,2.1644608327819097,0.23684210526315788,2.4013029380450677,2.4013029380450677,1,-2.0900172599095685,train
23,1,0.5303519240498247,-0.01903863422476422,0.4696480759501753,1,0.3308270676691729,2.7071059444337013,0.24812030075187969,2.955226245185581,2.955226245185581,1,1.7965644123167344,train
24,1,0.06387813240444723,0.3807524388339151,0.06387813240444723,0,0.3458646616541353,2.131625659830361,0.2593984962406015,2.3910241560709626,2.3910241560709626,0,-1.3482212766080568,train
25,1,0.5018565971328234,-0.0011634539166007038,0.4981434028671766,1,0.3609022556390977,1.789838550147604,0.2706766917293233,2.060515241876927,2.060515241876927,1,2.7525704262528654,train
26,1,0.001116317923945756,0.7643508517556906,0.001116317923945731,0,0.37593984962406013,3.3687929305697932,0.28195488721804507,3.6507478177878383,3.6507478177878383,0,-1.8886587292734365,train
27,0,0.5996353685926186,-0.06310085309660242,0.40036463140738143,1,0.39097744360902253,2.45136186786942,0.2932330827067669,2.744594950576187,2.744594950576187,1,-1.0722494058929906,train
28,0,0.9564045483891499,-0.42760139050744783,0.0435954516108501,0,0.40601503759398494,1.8892598219589931,0.30451127819548873,2.193771100154482,2.193771100154482,0,1.1773436763105827,train
29,0,0.6583445638605984,-0.10198733354834165,0.34165543613940164,1,0.42105263157894735,0.9623129248456646,0.3157894736842105,1.278102398529875,1.278102398529875,1,-0.03197362801834035,train
30,1,0.2639268898868142,0.1578214079970778,0.2639268898868142,1,0.43609022556390975,0.5833975548688962,0.3270676691729323,0.9104652240418285,0.9104652240418285,0,1.8267759152086382,train
31,0,0.6403167260519657,-0.08982637914029228,0.35968327394803434,1,0.45112781954887216,2.1248381231635354,0.3383458646616541,2.4631839878251895,2.4631839878251895,1,1.5734063461583632,train
32,1,0.21453993860007664,0.19769178985843716,0.21453993860007664,0,0.46616541353383456,1.407275487384773,0.34962406015037595,1.756899547535149,1.756899547535149,0,1.2103789478688156,train
33,0,0.44745457209094824,0.03302375205380649,0.44745457209094824,1,0.48120300751879697,1.401542474552242,0.3609022556390977,1.7624447301913397,1.7624447301913397,1,1.4509039801180879,train
34,1,0.7333982440775215,-0.1557808202653375,0.2666017559224785,1,0.49624060150375937,1.18544991811257,0.3721804511278195,1.5576303692403894,1.5576303692403894,1,-0.810301900697958,train
35,0,0.7368442810208907,-0.15841166677404825,0.2631557189791093,1,0.5112781954887218,1.173551904850939,0.38345864661654133,1.5570105514674804,1.5570105514674804,1,-0.3750002059709118,train
36,0,0.9686256088630552,-0.4652418469198191,0.031374391136944846,0,0.5263157894736842,1.111433966143907,0.39473684210526316,1.5061708082491703,1.5061708082491703,0,-0.22894909937337635,train
37,0,0.9932966143921217,-0.6181942891147615,0.006703385607878309,0,0.5413533834586466,1.0886525625748762,0.40601503759398494,1.494667600168861,1.494667600168861,0,-0.017628744990219047,train
38,1,0.7015485937998821,-0.1322149133163849,0.2984514062001179,1,0.556390977443609,0.7736437531861949,0.4172932330827067,1.1909369862689017,1.1909369862689017,1,-0.07184866931488201,train
39,0,0.7473295456834856,-0.166527454843775,0.25267045431651436,1,0.5714285714285714,0.32314961012160676,0.42857142857142855,0.7517210386930353,0.7517210386930353,0,-0.08685585079662554,train
40,1,0.37021897100707507,0.08281836315346769,0.37021897100707507,1,0.5864661654135338,0.8948397580282644,0.4398496240601504,1.3346893820884147,1.3346893820884147,1,0.7530684739107769,train
41,1,0.3022544729066249,0.12948184216535216,0.3022544729066249,1,0.6015037593984962,0.8264454255825868,0.45112781954887216,1.277573245131459,1.277573245131459,1,-1.8914585861954087,train
42,0,0.10009222384016347,0.3202565613569932,0.10009222384016347,0,0.6165413533834586,2.617855614703736,0.46240601503759393,3.08026162974133,3.08026162974133,0,-0.279952650720665,train
43,1,0.20341993040505618,0.2073669010756536,0.20341993040505618,0,0.631578947368421,1.12082005389495,0.47368421052631576,1.5945042644212657,1.5945042644212657,0,0.23637311943179257,train
44,1,0.17874705347529574,0.2300376300460577,0.17874705347529574,0,0.6466165413533834,0.20062886865033938,0.4849624060150376,0.685591274665377,0.685591274665377,0,0.14395225178438292,train
45,1,0.5404993037341184,-0.025422924338907422,0.45950069626588164,1,0.6616541353383458,0.03568483320610119,0.49624060150375937,0.5319254347098605,0.5319254347098605,0,0.34616489661977196,train
46,1,0.3827378906719715,0.07457448338269916,0.3827378906719715,1,0.6766917293233082,0.2056009297829358,0.5075187969924811,0.7131197267754169,0.7131197267754169,0,1.3352525771649422,train
47,0,0.9795678579125354,-0.5112260997008204,0.020432142087464578,0,0.6917293233082706,1.5016808786033171,0.518796992481203,2.02047787108452,2.02047787108452,0,0.578365911301015,train
48,0,0.9331210768044721,-0.37486161695098885,0.0668789231955279,0,0.706766917293233,0.30411381519683583,0.5300751879699248,0.8341890031667607,0.8341890031667607,0,1.7856665700872703,train
49,0,0.8276051600513727,-0.23618595490196018,0.17239483994862725,0,0.7218045112781954,1.305270582657226,0.5413533834586466,1.8466239661158725,1.8466239661158725,0,1.7233027603928788,train
50,0,0.8659226750189835,-0.27683054970287757,0.13407732498101654,0,0.7368421052631579,1.227932797035043,0.5526315789473684,1.7805643759824115,1.7805643759824115,0,0.08842575212321921,train
51,0,0.40557658233132343,0.05973465939776888,0.40557658233132343,1,0.7518796992481203,0.8444410787644682,0.5639097744360901,1.4083508532005582,1.4083508532005582,1,1.1894343369702538,train
52,0,0.35179293860531186,0.09512109904620986,0.35179293860531186,1,0.7669172932330827,0.5648190896450823,0.575187969924812,1.1400070595698943,1.1400070595698943,1,1.029480065229311,train
53,1,0.17554983014270392,0.2331146075431943,0.17554983014270392,0,0.7819548872180451,0.3559474453431055,0.5864661654135338,0.9424136107566393,0.9424136107566393,0,0.4970131589289326,train
54,1,0.9249724275996539,-0.35983417914464255,0.07502757240034608,0,0.7969924812030075,0.44432578376046206,0.5977443609022556,1.0420701446627176,1.0420701446627176,0,1.9847179844335177,train
55,1,0.532290649079138,-0.020257309043254408,0.46770935092086197,1,0.8120300751879699,2.1667634398631828,0.6090225563909775,2.77578599625416,2.77578599625416,1,-0.07411585198531571,train
56,1,0.46471478008488865,0.022140641177628404,0.46471478008488865,1,0.8270676691729323,0.3401031541353383,0.6203007518796992,0.9604039060150376,0.9604039060150376,0,-0.32215743708967,train
57,0,0.8501661624587482,-0.2592865777108549,0.1498338375412518,0,0.8421052631578947,0.7240306738088942,0.631578947368421,1.3556096211773152,1.3556096211773152,0,1.4207827885834887,train
58,0,0.8467493848307802,-0.2556477692101617,0.15325061516921978,0,0.8571428571428571,0.7658120928037366,0.6428571428571428,1.4086692356608794,1.4086692356608794,0,2.2405834665147792,train
59,1,0.6277116536882327,-0.0814496650030648,0.3722883463117673,1,0.8721804511278195,1.8069329328311674,0.6541353383458646,2.461068271177032,2.461068271177032,1,-1.7380892531955199,train
60,1,0.6409402917568296,-0.09024332175910946,0.35905970824317035,1,0.8872180451127819,2.464724003294169,0.6654135338345865,3.130137537128755,3.130137537128755,1,2.164067751963684,train
61,0,0.9021680812843844,-0.3235011460000289,0.09783191871561558,0,0.9022556390977443,2.549491132752989,0.6766917293233082,3.2261828620762976,3.2261828620762976,0,2.5195996158552316,train
62,0,0.6838656763894823,-0.11963403883487105,0.31613432361051774,1,0.9172932330827067,1.9723342320034118,0.68796992481203,2.660304156815442,2.660304156815442,1,2.040006765224339,train
63,0,0.9089696049036791,-0.3336091665492515,0.09103039509632094,0,0.9323308270676691,1.4026144482672036,0.6992481203007519,2.1018625685679555,2.1018625685679555,0,1.4653860643763517,train
64,0,0.9858047081840727,-0.5479616547106994,0.014195291815927269,0,0.9473684210526315,0.8093719586098134,0.7105263157894737,1.519898274399287,1.519898274399287,0,0.5208379753550626,train
65,0,0.9718536340495262,-0.47719063381234994,0.028146365950473817,0,0.9624060150375939,0.6537152282366802,0.7218045112781954,1.3755197395148757,1.3755197395148757,0,0.7671916033461116,train
66,1,0.2768883065582891,0.14802761868798936,0.2768883065582891,1,0.9774436090225563,0.3257865753699778,0.7330827067669172,1.058869282136895,1.058869282136895,1,-0.9732678554725919,train
67,0,0.9562095266234526,-0.4270746556655064,0.0437904733765474,0,0.9924812030075187,1.548915203456736,0.744360902255639,2.293276105712375,2.293276105712375,0,0.6601242485940256,train
68,0,0.9665245414549402,-0.45800084491512655,0.033475458545059844,0,1.007518796992481,0.5283908773766453,0.7556390977443608,1.284029975121006,1.284029975121006,0,1.242081716892716,train
69,1,0.13608208648585657,0.27452308321064917,0.13608208648585657,0,1.0225563909774436,0.34577305891937044,0.7669172932330827,1.1126903521524532,1.1126903521524532,0,-1.8894792847642559,train
70,0,0.2910984174354445,0.13754466646853014,0.2910984174354445,1,1.037593984962406,2.62927484214861,0.7781954887218046,3.4074703308704146,3.4074703308704146,1,0.22588268249463614,train
71,0,0.8169077965642215,-0.22591090350968215,0.18309220343577848,0,1.0526315789473684,1.0103699538677307,0.7894736842105263,1.799843638078257,1.799843638078257,0,-0.2415532951955326,train
72,0,0.9673669529447896,-0.46085777278698226,0.03263304705521042,0,1.0676691729323307,1.6243923431161185,0.800751879699248,2.4251442228153666,2.4251442228153666,0,-0.5894923800785444,train
73,0,0.8042255836880191,-0.21420298194399268,0.1957744163119809,0,1.0827067669172932,2.145960142035969,0.8120300751879699,2.957990217223939,2.957990217223939,0,-1.4483354275150535,train
74,1,0.010458199994369399,0.5773725269307273,0.010458199994369421,0,1.0977443609022557,3.1926497668815137,0.8233082706766918,4.015958037558206,4.015958037558206,0,1.8520727854249996,train
75,1,0.005243755338883523,0.6398316950056151,0.005243755338883549,0,1.112781954887218,2.1569289492041497,0.8345864661654134,2.9915154153695633,2.9915154153695633,0,-2.654882619125364,train
76,1,0.7852607422228535,-0.1975210846645259,0.21473925777714653,0,1.1278195488721803,3.678553051699724,0.8458646616541352,4.524417713353859,4.524417713353859,0,3.3190604329636177,train
77,1,0.005702172901792065,0.6325146652437386,0.005702172901792091,0,1.1428571428571428,3.863361610492622,0.8571428571428571,4.720504467635479,4.720504467635479,0,-2.100049275282711,train
78,0,0.8890945743601208,-0.305431770537653,0.11090542563987915,0,1.1578947368421053,3.041754795166721,0.868421052631579,3.9101758477982997,3.9101758477982997,0,-0.6599331328471155,train
79,0,0.8351269351391664,-0.24365633982323665,0.16487306486083364,0,1.1729323308270676,2.346385171088401,0.8796992481203008,3.2260844192087017,3.2260844192087017,0,0.5479706312200473,train
80,0,0.8139420622787339,-0.2231292544194934,0.1860579377212661,0,1.18796992481203,0.79463119544515,0.8909774436090224,1.6856086390541725,1.6856086390541725,0,1.709236409496514,train
81,1,0.4452270093418774,0.03443243360242792,0.4452270093418774,1,1.2030075187969924,0.6406222912361375,0.9022556390977443,1.5428779303338818,1.5428779303338818,1,-0.03777907924459166,train
82,0,0.9427085751175446,-0.39448124032156023,0.05729142488245542,0,1.218045112781955,0.5256117290837992,0.9135338345864662,1.4391455636702655,1.4391455636702655,0,0.1829704157020602,train
83,0,0.9531351380084194,-0.41901080911452343,0.046864861991580575,0,1.2330827067669172,1.3156062868231202,0.9248120300751879,2.240418316898308,2.240418316898308,0,1.4277839584875738,train
84,0,0.9192225329793194,-0.34996526061037925,0.08077746702068056,0,1.2481203007518795,0.3565166741893506,0.9360902255639096,1.2926068997532603,1.2926068997532603,0,0.6320743081145803,train
85,1,0.19704223733279735,0.21305838946285038,0.19704223733279735,0,1.263157894736842,0.7863531394820632,0.9473684210526315,1.7337215605346947,1.7337215605346947,0,1.7019319989070065,train
86,1,0.4100502136590074,0.05685395263183066,0.4100502136590074,1,1.2781954887218046,1.654332088834623,0.9586466165413534,2.6129787053759763,2.6129787053759763,1,-1.1293578682798924,train
87,0,0.7269252157177589,-0.15088497947326315,0.2730747842822411,1,1.2932330827067668,1.7836348561335904,0.9699248120300752,2.753559668163666,2.753559668163666,1,0.1528811513267024,train
88,0,0.9134239165249914,-0.34053622007043743,0.08657608347500856,0,1.3082706766917291,1.4774452817245005,0.9812030075187969,2.4586482892432975,2.4586482892432975,0,-0.9782199633768452,train
89,0,0.6711055719417076,-0.11074200854007278,0.3288944280582924,1,1.3233082706766917,2.854565575290466,0.9924812030075187,3.847046778297985,3.847046778297985,1,0.6822749008770838,train
90,0,0.7891537909466463,-0.20087213491634762,0.21084620905335372,0,1.3383458646616542,0.8213826622848973,1.0037593984962405,1.825142060781138,1.825142060781138,0,2.42835385892686,train
91,0,0.9387279318112847,-0.3860456154126282,0.061272068188715334,0,1.3533834586466165,1.3902160132436783,1.0150375939849623,2.405253607228641,2.405253607228641,0,2.495355297051315,train
92,0,0.6630735770958156,-0.10521653014519453,0.3369264229041844,1,1.3684210526315788,1.4008461801407184,1.026315789473684,2.4271619696144024,2.4271619696144024,1,1.7205189210562242,train
93,1,0.6813560009419689,-0.11787350183351553,0.3186439990580311,1,1.3834586466165413,0.4431390881991632,1.037593984962406,1.4807330731615693,1.4807330731615693,1,0.27992463185087685,train
94,0,0.99420387439296,-0.6310798797324018,0.005796125607040015,0,1.3984962406015038,0.4580953400485894,1.0488721804511278,1.5069675204997173,1.5069675204997173,0,1.9190713976794165,train
95,0,0.9469056614511528,-0.4038909255058148,0.05309433854884715,0,1.413533834586466,0.6652823955679495,1.0601503759398496,1.725432771507799,1.725432771507799,0,1.4016949036940243,train
96,0,0.9989023077534055,-0.7656106931468903,0.001097692246594506,0,1.4285714285714284,0.5385517366652283,1.0714285714285712,1.6099803080937996,1.6099803080937996,0,1.7130178260241855,train
97,0,0.4623492719267773,0.023629229541330544,0.4623492719267773,1,1.443609022556391,0.3946084318316613,1.0827067669172932,1.4773151987489546,1.4773151987489546,1,2.0868272324639103,train
