M,covariable,componente,pip
8,fpc_5_lag1,FPC 2,
8,fpc_5_lag1,FPC 3,
8,fpc_5_lag1,FPC 4,
8,fpc_5_lag1,FPC 5,0.46599999999999997
8,fpc_5_lag1,FPC 6,
8,fpc_5_lag1,FPC 7,
8,fpc_5_lag1,FPC 8,
8,fpc_5_lag2,FPC 1,
8,fpc_5_lag2,FPC 2,
8,fpc_5_lag2,FPC 3,
8,fpc_5_lag2,FPC 4,
8,fpc_5_lag2,FPC 5,0.033999999999999975
8,fpc_5_lag2,FPC 6,
8,fpc_5_lag2,FPC 7,
8,fpc_5_lag2,FPC 8,
8,fpc_5_lag3,FPC 1,
8,fpc_5_lag3,FPC 2,
8,fpc_5_lag3,FPC 3,
8,fpc_5_lag3,FPC 4,
8,fpc_5_lag3,FPC 5,0.34325
8,fpc_5_lag3,FPC 6,
8,fpc_5_lag3,FPC 7,
8,fpc_5_lag3,FPC 8,
8,fpc_5_lag4,FPC 1,
8,fpc_5_lag4,FPC 2,
8,fpc_5_lag4,FPC 3,
8,fpc_5_lag4,FPC 4,
8,fpc_5_lag4,FPC 5,0.04225000000000001
8,fpc_5_lag4,FPC 6,
8,fpc_5_lag4,FPC 7,
8,fpc_5_lag4,FPC 8,
8,fpc_6_lag1,FPC 1,
8,fpc_6_lag1,FPC 2,
8,fpc_6_lag1,FPC 3,
8,fpc_6_lag1,FPC 4,
8,fpc_6_lag1,FPC 5,
8,fpc_6_lag1,FPC 6,0.80725
8,fpc_6_lag1,FPC 7,
8,fpc_6_lag1,FPC 8,
8,fpc_6_lag2,FPC 1,
8,fpc_6_lag2,FPC 2,
8,fpc_6_lag2,FPC 3,
8,fpc_6_lag2,FPC 4,
8,fpc_6_lag2,FPC 5,
8,fpc_6_lag2,FPC 6,0.030000000000000027
8,fpc_6_lag2,FPC 7,
8,fpc_6_lag2,FPC 8,
8,fpc_6_lag3,FPC 1,
8,fpc_6_lag3,FPC 2,
8,fpc_6_lag3,FPC 3,
8,fpc_6_lag3,FPC 4,
8,fpc_6_lag3,FPC 5,
8,fpc_6_lag3,FPC 6,0.43925000000000003
8,fpc_6_lag3,FPC 7,
8,fpc_6_lag3,FPC 8,
8,fpc_6_lag4,FPC 1,
8,fpc_6_lag4,FPC 2,
8,fpc_6_lag4,FPC 3,
8,fpc_6_lag4,FPC 4,
8,fpc_6_lag4,FPC 5,
8,fpc_6_lag4,FPC 6,0.351
8,fpc_6_lag4,FPC 7,
8,fpc_6_lag4,FPC 8,
8,fpc_7_lag1,FPC 1,
8,fpc_7_lag1,FPC 2,
8,fpc_7_lag1,FPC 3,
8,fpc_7_lag1,FPC 4,
8,fpc_7_lag1,FPC 5,
8,fpc_7_lag1,FPC 6,
8,fpc_7_lag1,FPC 7,0.055499999999999994
8,fpc_7_lag1,FPC 8,
8,fpc_7_lag2,FPC 1,
8,fpc_7_lag2,FPC 2,
8,fpc_7_lag2,FPC 3,
8,fpc_7_lag2,FPC 4,
8,fpc_7_lag2,FPC 5,
8,fpc_7_lag2,FPC 6,
8,fpc_7_lag2,FPC 7,0.42
8,fpc_7_lag2,FPC 8,
8,fpc_7_lag3,FPC 1,
8,fpc_7_lag3,FPC 2,
8,fpc_7_lag3,FPC 3,
8,fpc_7_lag3,FPC 4,
8,fpc_7_lag3,FPC 5,
8,fpc_7_lag3,FPC 6,
8,fpc_7_lag3,FPC 7,0.06024999999999997
8,fpc_7_lag3,FPC 8,
8,fpc_7_lag4,FPC 1,
8,fpc_7_lag4,FPC 2,
8,fpc_7_lag4,FPC 3,
8,fpc_7_lag4,FPC 4,
8,fpc_7_lag4,FPC 5,
8,fpc_7_lag4,FPC 6,
8,fpc_7_lag4,FPC 7,0.05724999999999997
8,fpc_7_lag4,FPC 8,
8,fpc_8_lag1,FPC 1,
8,fpc_8_lag1,FPC 2,
8,fpc_8_lag1,FPC 3,
8,fpc_8_lag1,FPC 4,
8,fpc_8_lag1,FPC 5,
8,fpc_8_lag1,FPC 6,
8,fpc_8_lag1,FPC 7,
8,fpc_8_lag1,FPC 8,0.06
8,fpc_8_lag2,FPC 1,
8,fpc_8_lag2,FPC 2,
8,fpc_8_lag2,FPC 3,
8,fpc_8_lag2,FPC 4,
8,fpc_8_lag2,FPC 5,
8,fpc_8_lag2,FPC 6,
8,fpc_8_lag2,FPC 7,
8,fpc_8_lag2,FPC 8,0.049250000000000016
8,fpc_8_lag3,FPC 1,
8,fpc_8_lag3,FPC 2,
8,fpc_8_lag3,FPC 3,
8,fpc_8_lag3,FPC 4,
8,fpc_8_lag3,FPC 5,
8,fpc_8_lag3,FPC 6,
8,fpc_8_lag3,FPC 7,
8,fpc_8_lag3,FPC 8,0.048750000000000016
8,fpc_8_lag4,FPC 1,
8,fpc_8_lag4,FPC 2,
8,fpc_8_lag4,FPC 3,
8,fpc_8_lag4,FPC 4,
8,fpc_8_lag4,FPC 5,
8,fpc_8_lag4,FPC 6,
8,fpc_8_lag4,FPC 7,
8,fpc_8_lag4,FPC 8,0.23875000000000002
