t,bloque,I_t_puntual,I_t_simultaneo
936,test,0.92,0.0
937,test,1.0,1.0
938,test,0.9866666666666667,0.0
939,test,0.6,0.0
940,test,0.92,0.0
941,test,0.88,0.0
942,test,0.8533333333333334,0.0
943,test,0.8,0.0
944,test,0.88,0.0
945,test,0.9333333333333333,0.0
946,test,0.84,0.0
947,test,0.9466666666666667,0.0
948,test,0.8666666666666667,0.0
949,test,0.9466666666666667,0.0
950,test,0.9466666666666667,0.0
951,test,0.7333333333333333,0.0
952,test,0.9733333333333334,0.0
953,test,0.7466666666666667,0.0
954,test,0.9466666666666667,0.0
955,test,0.9066666666666666,0.0
956,test,0.8933333333333333,0.0
957,test,1.0,1.0
958,test,1.0,1.0
959,test,0.9866666666666667,0.0
960,test,0.96,0.0
961,test,0.9866666666666667,0.0
962,test,0.88,0.0
963,test,0.6533333333333333,0.0
964,test,0.7866666666666666,0.0
965,test,0.8666666666666667,0.0
966,test,0.9866666666666667,0.0
967,test,0.96,0.0
968,test,1.0,1.0
969,test,1.0,1.0
970,test,0.7466666666666667,0.0
971,test,0.7466666666666667,0.0
972,test,0.8533333333333334,0.0
973,test,0.8666666666666667,0.0
974,test,0.96,0.0
975,test,0.9866666666666667,0.0
976,test,1.0,1.0
977,test,0.9733333333333334,0.0
978,test,1.0,1.0
979,test,1.0,1.0
980,test,1.0,1.0
981,test,1.0,1.0
982,test,0.9866666666666667,0.0
983,test,1.0,1.0
984,test,1.0,1.0
985,test,0.9333333333333333,0.0
986,test,0.8,0.0
987,test,0.7333333333333333,0.0
988,test,0.92,0.0
989,test,0.92,0.0
990,test,0.8666666666666667,0.0
991,test,0.9733333333333334,0.0
992,test,0.7866666666666666,0.0
993,test,0.9066666666666666,0.0
994,test,0.8533333333333334,0.0
995,test,0.9333333333333333,0.0
996,test,0.6666666666666666,0.0
997,test,0.84,0.0
998,test,0.84,0.0
999,test,0.92,0.0
1000,test,0.9066666666666666,0.0
