t,sigma2_media,sigma2_min,sigma2_max,resid2_media
374,0.8053366992715977,0.7388632640421453,0.9195023769712944,0.031194808534118674
375,0.7101451632104232,0.6554549487202865,0.8333368813131882,0.5013884110826329
376,0.744777391186928,0.653607376172069,0.9078852995486901,0.34642996548047544
377,0.7369625440104332,0.6824313626539559,0.8703016717419002,0.18441021817859327
378,0.7041576499538511,0.6562145609313806,0.8222386741213472,0.3145555600445426
379,0.7013969775412247,0.6044410168713973,0.9051180956611796,0.9651346296893534
380,0.8260472460128848,0.6349394271278028,1.0560681194855424,1.0964593228742787
381,0.8972880692032765,0.7402916841162863,1.0486516509262025,0.30103262827323896
382,0.7966903185197881,0.7039330038225209,0.988032304147157,3.9297042389465386
383,1.4501975551123143,1.1717594791191308,1.5843791777830698,1.574320322621314
384,1.3902177574231231,1.0833249829591116,1.6581295937914555,0.39242942477988735
385,1.116699245296418,1.0407395085517828,1.2065930100317943,0.531068076404454
386,0.9688487115618672,0.8994296497453708,1.0687176888180627,0.1321427949063538
387,0.8156833247629254,0.7635159943356326,0.9294616067350457,0.0787824963768347
388,0.7231771079868603,0.6636341892159294,0.8554443053012544,0.19482593545391966
389,0.6961736813389295,0.6339225648320619,0.8259894216858581,0.6481007894157044
390,0.7627288113187418,0.6934087167752188,0.8895853388066487,0.3106512844709086
391,0.7326199090276994,0.6479655242909439,0.9107165894091401,0.7831867313885329
392,0.7969736358509515,0.6617580686463025,0.9753238866865468,2.0634954216325987
393,1.085289873157238,0.7885968502858122,1.4103254680445585,0.03404545835672162
394,0.8653519369418015,0.7807763904582266,0.9983078988998528,0.0368441508457966
395,0.7449981243273375,0.6921469888790897,0.8813638610455853,0.09405424113758308
396,0.6896407092589532,0.6242698091821192,0.8313907732393335,0.5893080906585799
397,0.7519337372727434,0.6476643712794175,0.9162936694091159,0.2652463392370498
398,0.719953051163446,0.6298961129458477,0.9085482731141693,0.254729667433238
399,0.7064255574932172,0.6485017693545057,0.8395399796626717,0.7459231127426901
400,0.8014093408754006,0.782865475467187,0.8445827887665904,0.34021726056100704
