t,quiebre,quiebre_idx,en_adaptacion,nivel_curva,energia_curva,a_fourier_1,a_fourier_2
295,2,1,False,0.39882511705134427,1.8334420005949466,0.39882511705134427,0.5567667141876407
296,2,1,False,-0.4017039281447956,1.2048732137310287,-0.40170392814479566,0.145010906617163
297,2,1,False,-0.35738158206658427,0.24079227710933646,-0.3573815820665843,-0.4976079944548412
298,2,1,False,0.0031770556470038774,0.17723842400101303,0.003177055647003879,-0.4454731820992062
299,2,1,False,-0.3495723206239333,0.8493284405610162,-0.34957232062393334,-0.1888039442645045
300,2,1,False,-0.7138613819031403,1.0576198659994043,-0.7138613819031403,-0.8464683691235143
301,2,1,False,-0.5470758956915897,1.6801355344644018,-0.5470758956915897,0.010041343070637088
302,2,1,False,-0.7604026293503781,1.2372792022231132,-0.7604026293503781,-0.07274719239927814
303,2,1,False,0.15366320032587885,3.284406878980035,0.15366320032587888,0.8117427656096751
304,2,1,False,0.250472512693758,2.15608652997758,0.25047251269375803,0.6722127603285613
