t,error_representacion,quiebre_idx,en_adaptacion,bloque
103,0.040449520272776714,0,False,train
104,0.032849358874162446,0,False,train
105,0.03304015983595031,0,False,train
106,0.09151930888151083,0,False,train
107,0.026605385836930888,0,False,train
108,0.03964016297601068,0,False,train
109,0.045898493721871575,0,False,train
110,0.049980527277429465,0,False,train
111,0.05199804302702815,0,False,train
112,0.01323629435689356,0,False,train
113,0.04055779230610392,0,False,train
114,0.02605346918885425,0,False,train
115,0.025912342736050618,0,False,train
116,0.04957865591604137,0,False,train
117,0.04852791912797013,0,False,train
118,0.03874359658577006,0,False,train
119,0.09553732106196677,0,False,train
120,0.07925389831622746,0,False,train
121,0.06632779786357042,0,False,train
122,0.1019421980455816,0,False,train
123,0.11809973361127604,0,False,train
124,0.060956999053651435,0,False,train
125,0.021955949697000095,0,False,train
126,0.041390718700189066,0,False,train
127,0.04131700525838955,0,False,train
128,0.05266976748741745,0,False,train
129,0.03729602397704837,0,False,train
130,0.027381143777791803,0,False,train
131,0.021235848427939723,0,False,train
132,0.21119709660167982,0,False,train
133,0.1020710427945425,0,False,train
134,0.01791005371550319,0,False,train
135,0.0542697400614562,0,False,train
136,0.016275209156019082,0,False,train
137,0.1398306652080188,0,False,train
138,0.07781599532121557,0,False,train
139,0.05482965497811231,0,False,train
140,0.2129920718023735,0,False,train
141,0.15500528083199744,0,False,train
142,0.07827598614218995,0,False,train
143,0.13660606784794513,0,False,train
144,0.07796896934631192,0,False,train
145,0.04437776976746889,0,False,train
146,0.10717005194632914,0,False,train
147,0.11903774335577749,0,False,train
148,0.1643621104464517,0,False,train
149,0.06466910667892219,0,False,train
150,0.028457470079052374,0,False,train
151,0.06790736373745812,0,False,train
152,0.03003203265819747,0,False,train
153,0.011750652396254405,0,False,train
154,0.04444245055178541,0,False,train
155,0.05250187993084232,0,False,train
156,0.05468897715719562,0,False,train
157,0.08859245799197286,0,False,train
158,0.06490830789935176,0,False,train
159,0.05407193622083317,0,False,train
160,0.028829120519960335,0,False,train
161,0.012929336687408727,0,False,train
162,0.03619771673796902,0,False,train
163,0.03737502471187135,0,False,train
164,0.010208683269888462,0,False,train
165,0.08682608035819071,0,False,train
166,0.06104865045392132,0,False,train
167,0.02712973589534997,0,False,train
168,0.012069251317205014,0,False,train
169,0.026911700348958786,0,False,train
170,0.03011751880736338,0,False,train
171,0.058894578259138894,0,False,train
172,0.08180443114213931,0,False,train
173,0.13461539285352686,0,False,train
174,0.1003512828920329,0,False,train
175,0.06820927562947524,0,False,train
176,0.06826739737126497,0,False,train
177,0.024024709724881424,0,False,train
178,0.011359866799232982,0,False,train
179,0.10243827801807702,0,False,train
180,0.1303328999108044,0,False,train
181,0.10971725074066825,0,False,train
182,0.019769808560007106,0,False,train
183,0.06775951999765452,0,False,train
184,0.055917684176541776,0,False,train
185,0.0799800151107076,0,False,train
186,0.042073899924092946,0,False,train
187,0.014697804138964205,0,False,train
188,0.023840950657971715,0,False,train
189,0.030606205055847147,0,False,train
190,0.029567013305556042,0,False,train
191,0.014525891016349178,0,False,train
192,0.07953578499238911,0,False,train
193,0.036198942929525336,0,False,train
194,0.02880916599651415,0,False,train
195,0.06501266056896586,0,False,train
196,0.05835375073486628,0,False,train
197,0.06022016768352314,0,False,train
198,0.031537236046730185,0,False,train
199,0.04483149698243015,0,False,train
200,0.027755673080605846,0,False,train
201,0.04554360336710937,0,False,train
202,0.022360206469554812,0,False,train
203,0.037712901712355036,0,False,train
204,0.022028994380288887,0,False,train
205,0.039647318114189915,0,False,train
206,0.03684345273361059,0,False,train
207,0.1747673658148652,0,False,train
208,0.2615269704953907,0,False,train
209,0.20347863761105273,0,False,train
210,0.08865364377755369,0,False,train
211,0.09253386394965711,0,False,train
212,0.12689766482003365,0,False,train
213,0.04800369918534647,0,False,train
214,0.04537752285708799,0,False,train
215,0.03371787532334588,0,False,train
216,0.07280153385077354,0,False,train
217,0.05325209260963396,0,False,train
218,0.03998006002741053,0,False,train
219,0.02067114302106636,0,False,train
220,0.02528360868917281,0,False,train
221,0.012627591500165548,0,False,train
222,0.024431327946790694,0,False,train
223,0.10354360144752171,0,False,train
224,0.18638131291671386,0,False,train
225,0.043320636894948,0,False,train
226,0.011470634020781127,0,False,train
227,0.012987308354514608,0,False,train
228,0.03362058053840223,0,False,train
229,0.031189493275687943,0,False,train
230,0.021230896614212014,0,False,train
231,0.0748707532389454,0,False,train
232,0.14175510833091845,0,False,train
233,0.06316590184121333,0,False,train
234,0.06330896326038628,0,False,train
235,0.021866965088218216,0,False,train
236,0.07321447685622312,0,False,train
237,0.048477895604708415,0,False,train
238,0.12792804698040675,0,False,train
239,0.03132635538987552,0,False,train
240,0.07779012374212343,0,False,train
241,0.06079807517038137,0,False,train
242,0.02835239432055614,0,False,train
243,0.046375211506805666,0,False,train
244,0.12478490968784096,0,False,train
245,0.11107930807900616,0,False,train
246,0.049221699196316734,0,False,train
247,0.01617207178025257,0,False,train
248,0.00800472824511382,0,False,train
249,0.020236747597647726,0,False,train
250,0.03447471289190488,0,False,train
251,0.040094912777778706,0,False,train
252,0.06575881898109392,0,False,train
253,0.08497807288195071,0,False,train
254,0.08511694807907126,0,False,train
255,0.029330860815863773,0,False,train
256,0.03402392923830137,0,False,train
257,0.18633804233893195,0,False,train
258,0.14099038349083012,0,False,train
259,0.139186514730097,0,False,train
260,0.016974725615254763,0,False,train
261,0.07602910508998122,0,False,train
262,0.034257029989378025,0,False,train
263,0.037343039980216604,0,False,train
264,0.06229230587539708,0,False,train
265,0.07670520539267266,0,False,train
266,0.04966747991662638,0,False,train
267,0.0161570515859675,0,False,train
268,0.05372172689165336,0,False,train
269,0.0856749305469214,0,False,train
270,0.06710978138610335,0,False,train
271,0.030637271190637486,0,False,train
272,0.031571363852694774,0,False,train
273,0.07682258214622155,0,False,train
274,0.059443081496173035,0,False,train
275,0.08517213071559128,0,False,train
276,0.048253868265092745,0,False,train
277,0.04645414842623575,0,False,train
278,0.071413559713229,0,False,train
279,0.042880744763486085,0,False,train
280,0.018941702591018343,1,True,train
281,0.05903453646090241,1,True,test
282,0.1407526828749419,1,True,test
283,0.03274215480799848,1,True,test
284,0.09854553623705761,1,True,test
285,0.08290307443046381,1,False,test
286,0.027945912506637607,1,False,test
287,0.08056763280264448,1,False,test
288,0.05164528727028445,1,False,test
289,0.06935820731376063,1,False,test
290,0.04810483969850249,1,False,test
291,0.012967774074839306,1,False,test
292,0.04018588164633424,1,False,test
293,0.04148437816410233,1,False,test
294,0.039422541669580584,1,False,test
295,0.05192182145174741,1,False,test
296,0.055714201429285744,1,False,test
297,0.03772161005916561,1,False,test
298,0.030134957811888092,1,False,test
299,0.04186540363844569,1,False,test
300,0.08124678199928488,1,False,test
301,0.1347940439808129,1,False,test
302,0.035229570642169805,1,False,test
303,0.016306746179419376,1,False,test
304,0.014824088206836948,1,False,test
305,0.041839290553160095,1,False,test
306,0.09494871794752018,1,False,test
307,0.08112575249137474,1,False,test
308,0.14374922373398052,1,False,test
309,0.05596542530010005,1,False,test
310,0.03939279140408158,1,False,test
311,0.11938062145688842,1,False,test
312,0.032234834298774634,1,False,test
313,0.06142044328143289,1,False,test
314,0.1527320425411798,1,False,test
315,0.057531925617085464,1,False,test
316,0.06709393830231382,1,False,test
317,0.07985554927203092,1,False,test
318,0.04824695363162898,1,False,test
319,0.04413390997871225,1,False,test
320,0.05621911643762873,1,False,test
321,0.09896489998408206,1,False,test
322,0.0450504914869478,1,False,test
323,0.11779772313179725,1,False,test
324,0.08343951476379569,1,False,test
325,0.09130581060331451,1,False,test
326,0.07596082315468752,1,False,test
327,0.05081367974809709,1,False,test
328,0.10636330359536496,1,False,test
329,0.03502824716042512,1,False,test
330,0.02843643245662511,1,False,test
331,0.06678833720111618,1,False,test
332,0.08142859027422208,1,False,test
333,0.09614075686539626,1,False,test
334,0.04435566518763711,1,False,test
335,0.10681679585189764,1,False,test
336,0.1294318117299401,1,False,test
337,0.0580615028358179,1,False,test
338,0.046076151155716796,1,False,test
339,0.07151224363191572,1,False,test
340,0.1673473999807119,1,False,test
341,0.1452067482652277,1,False,test
342,0.37398785236409493,1,False,test
343,0.11899093720979509,1,False,test
344,0.09323731700253479,1,False,test
345,0.08404802402981833,1,False,test
346,0.04833001137978561,1,False,test
347,0.021817700154541906,1,False,test
348,0.04327431195928994,1,False,test
349,0.04953908899253018,1,False,test
350,0.06751085086353775,1,False,test
351,0.017975161009513452,1,False,test
352,0.0627726812765899,1,False,test
353,0.08336269771563108,1,False,test
354,0.13728879100220368,1,False,test
355,0.11827596683818058,1,False,test
356,0.16403434646331833,1,False,test
357,0.07485247744531236,1,False,test
358,0.04110612218506261,1,False,test
359,0.034706821253434904,1,False,test
360,0.026324571573422044,1,False,test
361,0.056707612828381763,1,False,test
362,0.026139204108222316,1,False,test
363,0.052895144500290384,1,False,test
364,0.0358467297330191,1,False,test
365,0.08937038890697666,1,False,test
366,0.07808248320036969,1,False,test
367,0.03136966845532822,1,False,test
368,0.05498850671170636,1,False,test
369,0.20706333203407482,1,False,test
370,0.24337641631690915,1,False,test
371,0.1796175604129321,1,False,test
372,0.26443140187362285,1,False,test
373,0.1345196195479776,1,False,test
374,0.08891220965596987,1,False,test
375,0.09601726896038439,1,False,test
376,0.09101877166709565,1,False,test
377,0.061407113032441035,1,False,test
378,0.024407312179259382,1,False,test
379,0.02162570846847988,1,False,test
380,0.04809753501725729,1,False,test
381,0.035676200408389626,1,False,test
382,0.019776315032756463,1,False,test
383,0.029166603966619967,1,False,test
384,0.1279382376143013,1,False,test
385,0.09021633263066545,1,False,test
386,0.0546718394095864,1,False,test
387,0.05916112115683181,1,False,test
388,0.04700549400382591,1,False,test
389,0.029313030406816813,1,False,test
390,0.0387440325530532,1,False,test
391,0.07533102766268644,1,False,test
392,0.1322579059127636,1,False,test
393,0.16534087734194924,1,False,test
394,0.04803364507035135,1,False,test
395,0.10594503244212021,1,False,test
396,0.06407633432354706,1,False,test
397,0.05684442029356025,1,False,test
398,0.03311250128788819,1,False,test
399,0.046940327236495584,1,False,test
400,0.00588554405683088,1,False,test
