t,b_t,b_t_norm,q_interaccion,q_lineal,razon_q_lineal,estrato_q,nivel_curva,nivel_sin_tend,bloque
23,0.16541353383458646,0.05513784461152882,0.8421834247733613,1.2374637974872384,0.6805721722796876,3,1.8285268744031562,1.6631133405685699,train
24,0.17293233082706766,0.05764411027568922,0.848038758973939,1.13690529538597,0.7459185584020319,3,3.142292777658427,2.969360446831359,train
25,0.18045112781954886,0.06015037593984962,1.4729734605136324,1.9641614442171385,0.7499248418964459,3,3.3473661568419457,3.166915029022397,train
26,0.18796992481203006,0.06265664160401002,1.494823621573927,2.1459534343456643,0.6965778463080783,3,2.6398189922757274,2.4518490674636975,train
27,0.19548872180451127,0.06516290726817042,1.3209115269081408,1.6765669693100982,0.7878668440257365,3,3.3387895568297448,3.143300835025234,train
28,0.20300751879699247,0.06766917293233082,1.4841923779490287,2.082597940897111,0.7126639034847456,3,2.7354918224814937,2.532484303684502,train
29,0.21052631578947367,0.07017543859649122,1.360862232723088,1.7289261201651698,0.7871141611262605,3,2.189693801834287,1.9791674860448139,train
30,0.21804511278195488,0.07268170426065163,1.121956810947519,1.3761038840186774,0.8153140355007464,3,2.7628104388785473,2.5447653260965932,train
31,0.22556390977443608,0.07518796992481203,1.343450476082119,1.6872890145631407,0.7962183505532716,3,3.690287835067177,3.4647239252927404,train
32,0.23308270676691728,0.07769423558897243,1.5177901971572239,2.254044885736596,0.673362898299706,3,3.86119906450954,3.6281163577426225,train
33,0.24060150375939848,0.08020050125313283,1.5304375344158097,2.412954251515269,0.6342588275159949,3,4.145563138381467,3.9049616346220666,train
34,0.24812030075187969,0.08270676691729323,1.53998507382858,2.585416897730479,0.5956428439763057,3,3.9041027583742594,3.6559824576223794,train
35,0.2556390977443609,0.08521303258145363,1.5252207459423561,2.4008347420331275,0.6352876852534778,3,1.7642981800675697,1.508659082323208,train
36,0.2631578947368421,0.08771929824561403,0.7539385821688087,1.0626039289070794,0.7095198518080557,3,1.5525243112631075,1.2893664165262655,train
37,0.2706766917293233,0.09022556390977443,0.3871873634403003,0.9348310144500198,0.41417898791910596,2,1.6071997368556772,1.3365230451263541,train
38,0.2781954887218045,0.09273182957393483,0.38467030679844344,0.8906465060746419,0.4319000907484676,2,2.2533017590542315,1.9751062703324265,train
39,0.2857142857142857,0.09523809523809523,0.7940410658976125,1.2507430636491428,0.6348554623048912,3,1.8385920062375214,1.552877720523236,train
40,0.2932330827067669,0.09774436090225563,0.5533302097256089,1.0221102058503881,0.5413606150867482,3,2.240130090966624,1.9468970082598576,train
41,0.3007518796992481,0.10025062656641603,0.8861460832645657,1.2571682069876065,0.7048747163181336,3,1.203797853429089,0.9030459737298409,train
42,0.3082706766917293,0.10275689223057644,0.11582360737805954,0.6410372853775725,0.18068154539534959,0,-0.49942080471908107,-0.8076914814108102,train
43,0.3157894736842105,0.10526315789473684,0.3183416199156609,0.5453763106169901,0.5837100250201877,2,0.8500113049118212,0.5342218312276106,train
44,0.3233082706766917,0.10776942355889724,0.3061683249462026,0.3483979013667517,0.8787892342207457,1,-1.298218266219277,-1.6215265368959686,train
45,0.3308270676691729,0.11027568922305764,0.4361497521594102,1.016305471401443,0.4291522228626575,3,-1.9902854876220257,-2.3211125552911978,train
46,0.3383458646616541,0.11278195488721804,1.0784662555555695,1.4685990112115723,0.7343503892637453,3,-0.9695001592225865,-1.3078460238842406,train
47,0.3458646616541353,0.11528822055137844,0.042704814207914894,0.7960280414868626,0.053647374190673766,0,-0.7970288965845153,-1.1428935582386506,train
48,0.3533834586466165,0.11779448621553884,0.04096364186929029,0.7167780901786038,0.057149684721924374,0,-1.0347441798806392,-1.3881276385272556,train
49,0.3609022556390977,0.12030075187969924,0.35792915929752644,0.9065305994560775,0.39483406242688945,2,2.0150609597381655,1.654158704099068,train
50,0.3684210526315789,0.12280701754385964,0.4437480314860916,1.0947124443405543,0.40535579345989964,3,1.3246200245523072,0.9561989719207281,train
51,0.37593984962406013,0.12531328320802004,0.10218252644556816,0.6925801689136432,0.147538914673009,0,1.1484233823966559,0.772483532772596,train
52,0.38345864661654133,0.12781954887218044,0.19702730223965412,0.4734129798501777,0.4161848335928767,1,-1.3337223503807591,-1.7171809969973006,train
53,0.39097744360902253,0.13032581453634084,0.5385421786677757,1.1019160379572681,0.48873249877198005,3,-0.5116135725842388,-0.9025910161932614,train
54,0.39849624060150374,0.13283208020050125,0.2018094540164886,0.5325040891934824,0.37898197987952403,1,0.08101143401824369,-0.3174848065832601,train
55,0.40601503759398494,0.13533834586466165,0.27097113504392417,0.24159671553703033,1.1215845150940869,1,0.7298704185821181,0.32385538098813316,train
56,0.41353383458646614,0.13784461152882205,0.34076539244648557,0.22268546973305628,1.530254276828108,2,1.2039513275423488,0.7904174929558825,train
57,0.42105263157894735,0.14035087719298245,0.28890763588451596,0.5231621530800648,0.5522334407861906,1,1.411131513076782,0.9900788814978345,train
58,0.42857142857142855,0.14285714285714285,0.19023082368483618,0.5765141004193362,0.3299673391274714,0,0.6241505784258883,0.1955791498544597,train
59,0.43609022556390975,0.14536340852130325,0.365699341568699,0.1703105102518812,2.1472505779464046,2,0.07941331154851337,-0.35667691401539636,train
60,0.44360902255639095,0.14786967418546365,0.29315385242080644,0.23960252101554746,1.2235007009871324,1,-0.6395337485874187,-1.0831427711438097,train
61,0.45112781954887216,0.15037593984962405,0.06678146403970654,0.7029386196222294,0.09500326511523294,0,0.06487626661596992,-0.38625155293290225,train
62,0.45864661654135336,0.15288220551378445,0.34774619784868727,0.28554741097158626,1.2178229761056742,2,-0.12946973038968188,-0.5881163469310353,train
63,0.46616541353383456,0.15538847117794485,0.12848632946486088,0.46936379306668174,0.27374571997846253,0,0.6779603323795877,0.21179491884575322,train
64,0.47368421052631576,0.15789473684210525,0.34217636658799483,0.14430952553740045,2.3711280687380096,2,1.7280468562671671,1.2543626457408512,train
65,0.48120300751879697,0.16040100250626566,0.023775307888004134,0.7571553121962522,0.031400833494834746,0,-0.5471891835445943,-1.0283921910633913,train
66,0.48872180451127817,0.16290726817042606,0.08878073628987529,0.6445224989111621,0.13774652776258228,0,-1.5285258207740733,-2.0172476252853513,train
67,0.49624060150375937,0.16541353383458646,0.7973945880403804,1.26775381141033,0.62898220527005,3,-0.5624382469032626,-1.058678848407022,train
68,0.5037593984962405,0.16791979949874683,0.1394449117657171,0.6246893179178061,0.22322282095443907,0,-0.13753246175765152,-0.6412918602538921,train
69,0.5112781954887218,0.17042606516290726,0.1593233275339833,0.4394327282358524,0.36256591122286924,0,-0.6953759358570948,-1.2066541313458166,train
70,0.518796992481203,0.1729323308270677,0.02244067578062871,0.7466617286666752,0.030054675255287766,0,0.7767803503988133,0.2579833579176102,train
71,0.5263157894736842,0.17543859649122806,0.34127951630889053,0.14564258969227692,2.34326728898441,2,-0.01575812353515008,-0.5420739130088342,train
72,0.5338345864661653,0.17794486215538843,0.19298547310149392,0.37450489521073466,0.515308279195925,1,0.7851670617550284,0.2513324752888628,train
73,0.5413533834586466,0.18045112781954886,0.3414240818647588,0.14119040531377636,2.4181818949098597,2,-0.6724280113609837,-1.2137813948196305,train
74,0.5488721804511278,0.1829573934837093,0.10304804325605024,0.7801426214398848,0.13208872381034342,0,0.6910561002643607,0.1421839198132328,train
75,0.556390977443609,0.18546365914786966,0.3235112249521281,0.12610328008228072,2.5654465509623643,2,-0.6061027076292066,-1.1624936850728158,train
76,0.5639097744360901,0.18796992481203004,0.22583747036909768,0.7782263551193922,0.2901950941181511,1,-0.829626406839851,-1.3935361812759413,train
77,0.5714285714285714,0.19047619047619047,0.3043272713178506,0.8950172572225994,0.34002391446868097,1,-0.7872826749913101,-1.3587112464198812,train
78,0.5789473684210527,0.1929824561403509,0.09686660822406917,0.8424222004792563,0.11498582084964225,0,0.22888361255559536,-0.3500637558654572,train
79,0.5864661654135338,0.19548872180451127,0.35169581172803493,0.29437820138393483,1.1947073868738847,2,0.7697912481726396,0.18332508275910578,train
80,0.593984962406015,0.19799498746867164,0.34232102788687896,0.08471883378679453,4.040672098347959,2,1.112165395110057,0.5181804327040421,train
81,0.6015037593984962,0.20050125313283207,0.3329763903332995,0.32628662749760445,1.0205027183829167,2,-2.288657336524847,-2.890161095923343,train
82,0.6090225563909775,0.2030075187969925,1.4020080666681949,1.829863266528075,0.7661818739759287,3,1.5604763427187225,0.9514537863277451,train
83,0.6165413533834586,0.20551378446115287,0.29127880755071206,0.6822878018233152,0.42691486902200465,1,0.18078496350284357,-0.43575638988061494,train
84,0.6240601503759398,0.20802005012531324,0.35527691079502693,0.3167689568884689,1.1215647968942748,2,0.623448931534424,-0.0006112188415157356,train
85,0.631578947368421,0.21052631578947367,0.3094334229271285,0.11632322890610328,2.6601172082052913,1,-1.056765681330534,-1.6883446286989554,train
86,0.6390977443609023,0.2130325814536341,0.6399415721604939,1.1069502643097764,0.578112308017308,3,-0.7420133838908193,-1.3811111282517219,train
87,0.6466165413533834,0.21553884711779447,0.08246066302597256,0.8310448718473022,0.09922528351889529,0,0.09171626617703399,-0.5549002751763493,train
88,0.6541353383458646,0.21804511278195485,0.2797486856761847,0.3420979677117152,0.8177443658827228,1,0.9469035011407823,0.2927681627949177,train
89,0.6616541353383458,0.22055137844611528,0.35083240422924167,0.18915181993419067,1.8547662102923599,2,1.2838499947298416,0.6221958593914959,train
90,0.6691729323308271,0.2230576441102757,0.2952595881988103,0.3491991535967201,0.8455335162117746,1,0.21122614768118392,-0.45794678464964317,train
91,0.6766917293233082,0.22556390977443608,0.22448994113851106,0.33337017790279305,0.673395390525813,1,0.7447909059725345,0.06809917664922642,train
92,0.6842105263157894,0.22807017543859645,0.3867462940109985,0.2064158759193305,1.8736266882986417,2,0.640404513363944,-0.04380601295184539,train
93,0.6917293233082706,0.23057644110275688,0.39516392390905725,0.2541586986247365,1.554792049405769,2,1.1284082827190527,0.4366789594107819,train
94,0.6992481203007519,0.2330827067669173,0.3321628743863342,0.25107642555666637,1.3229552461960117,2,-0.08220130296268649,-0.7814494232634384,train
95,0.706766917293233,0.23558897243107768,0.1747996056385004,0.48452588661399315,0.3607642243019264,0,1.3121372942576912,0.6053703769644582,train
96,0.7142857142857142,0.23809523809523805,0.3257252341718687,0.35388364309971077,0.9204303180525694,2,1.8573338486453894,1.1430481343596754,train
97,0.7218045112781954,0.24060150375939848,0.03834688745689292,0.7021874413843908,0.05461061419909546,0,1.2138365579854111,0.49203204670721573,train
98,0.7293233082706767,0.2431077694235589,0.27502505225080603,0.33173748283782156,0.829044248778059,1,0.4066208480876704,-0.3227024601830063,train
99,0.7368421052631579,0.24561403508771928,0.3398629420625894,0.17170147485366813,1.9793827767189314,2,-0.08616347102640182,-0.8230055762895598,train
100,0.744360902255639,0.24812030075187966,0.190436188889437,0.5326506981777847,0.3575254656399126,0,-1.057611868191788,-1.8019727704474269,train
101,0.7518796992481203,0.2506265664160401,0.6036191794648181,1.131834586087511,0.533310420872885,3,-0.7088550542553058,-1.460734753503426,train
102,0.7593984962406015,0.2531328320802005,0.1145256020976052,0.8734606563885544,0.13111707008204282,0,-0.6811611478528341,-1.4405596440934356,train
103,0.7669172932330827,0.2556390977443609,0.3029087002555625,0.9146309786560811,0.33118132593829624,1,0.2156935470385115,-0.5512237461945713,train
104,0.7744360902255638,0.2581453634085213,0.2730830451049512,0.34001065138903164,0.803160265683843,1,0.07377556452699909,-0.7006605256985649,train
105,0.7819548872180451,0.2606516290726817,0.15116183351609716,0.5077828918982831,0.2976898905573551,0,-0.4268794090168483,-1.2088342962348932,train
106,0.7894736842105263,0.2631578947368421,0.0031393453133736733,0.7308121758111137,0.004295693773696884,0,-0.14675662856624125,-0.9362303127767675,train
107,0.7969924812030075,0.2656641604010025,0.024102343345737253,0.6372921923322473,0.03781992567260527,0,0.0582764282206371,-0.7387160529823705,train
108,0.8045112781954886,0.2681704260651629,0.24187119587965872,0.442824605650106,0.5462008948770366,1,0.8016599930634024,-0.002851285132086255,train
109,0.8120300751879699,0.2706766917293233,0.34886175894332916,0.011247382111058735,31.017151857970457,2,0.9000724794372227,0.08804240424925272,train
110,0.8195488721804511,0.2731829573934837,0.3602053678192186,0.12075255804545433,2.983004034445615,2,1.845326630287041,1.0257777581065897,train
111,0.8270676691729323,0.2756892230576441,0.14978164190418924,0.6339068232686053,0.2362833722657727,0,0.5480288168528786,-0.2790388523200536,train
112,0.8345864661654134,0.2781954887218045,0.3484604769041252,0.17167848230225866,2.0297271517732933,2,-0.42032140417105196,-1.2549078703364651,train
113,0.8421052631578947,0.2807017543859649,0.3548631539250683,0.8481855080966868,0.4183791759439216,2,2.1628866856778304,1.3207814225199361,train
114,0.849624060150376,0.2832080200501253,0.14685347807396704,0.8683710424675566,0.16911374388610345,0,2.876124953696835,2.0265008935464595,train
115,0.8571428571428571,0.2857142857142857,0.8717580482119146,1.2999974567928199,0.6705844258823396,3,1.9970577755046337,1.1399149183617765,train
116,0.8646616541353382,0.2882205513784461,0.3069950438369551,0.7780880678230393,0.3945505098103818,1,0.8735349813049161,0.008873327169577717,train
117,0.8721804511278195,0.2907268170426065,0.2956114898389478,0.09408156547594075,3.1420766474654784,1,1.5157961814189869,0.6436157302911673,train
118,0.8796992481203008,0.2932330827067669,0.23028345888078583,0.4061785994475656,0.5669512357223871,1,1.9613936632087625,1.0816944150884615,train
119,0.8872180451127819,0.2957393483709273,0.14589471026930753,0.6541223021454504,0.22303888705642455,0,0.9124457713935576,0.025227726280775808,train
120,0.894736842105263,0.2982456140350877,0.35327341611626767,0.07631868864868045,4.6289240862418275,2,-0.33704805719320974,-1.2317848992984728,train
121,0.9022556390977443,0.3007518796992481,0.10402521498862943,0.7754283664175273,0.13415193394229963,0,-0.7835650515847884,-1.6858206906825326,train
122,0.9097744360902256,0.3032581453634085,0.48941749110240806,1.0588154428141738,0.46223116070314313,3,0.8945297608416276,-0.015244675248597996,train
123,0.9172932330827067,0.3057644110275689,0.3374630955250427,0.15289745615603856,2.2071204061148464,2,0.01671478682644325,-0.9005784462562637,train
124,0.9248120300751879,0.3082706766917293,0.15937639540342377,0.6094249205748383,0.2615193275212514,0,-0.4825624389429545,-1.4073744690181422,train
125,0.9323308270676691,0.3107769423558897,0.18394875056942697,0.8671364251782406,0.21213357578839587,0,1.2002616888591464,0.26793086179147724,train
126,0.9398496240601504,0.3132832080200501,0.37312945265077824,0.3684645426936613,1.0126604039645555,2,0.34731463767912674,-0.5925349863810236,train
127,0.9473684210526315,0.3157894736842105,0.3181888981921142,0.5372265812846558,0.5922806303277799,2,-0.8359124017751655,-1.783280822827797,train
128,0.9548872180451127,0.3182957393483709,0.6869585922235792,1.167343552831703,0.5884802212315114,3,-0.45419671519360405,-1.4090839332387168,train
129,0.9624060150375939,0.3208020050125313,0.11000284252518071,0.8518946236570707,0.12912728812978427,0,0.7230187640591237,-0.23938725097847022,train
130,0.9699248120300752,0.3233082706766917,0.3588859382208561,0.20435235386828554,1.756211423197868,2,-0.2971964515115362,-1.2671212635416111,train
131,0.9774436090225563,0.3258145363408521,0.18015935614188525,0.8189588302872323,0.21998585213214955,0,0.983195494119813,0.00575188509725664,train
132,0.9849624060150375,0.3283208020050125,0.35027188980271085,0.03972081479126321,8.81834603956198,2,1.1860126742920036,0.2010502682769659,train
133,0.9924812030075187,0.3308270676691729,0.3410406526178236,0.10332680759972834,3.3006018528992107,2,1.8190375189936174,0.8265563159860985,train
134,1.0,0.3333333333333333,0.20407647592110315,0.538066850471205,0.37927717669725586,1,1.60169166276653,0.60169166276653,train
135,1.007518796992481,0.33583959899749366,0.19329780462122637,0.41181765316475455,0.46937717005515145,1,0.6462144438256139,-0.36130435316686726,train
136,1.0150375939849623,0.3383458646616541,0.3372175146765072,0.20523526565496264,1.6430778287559529,2,1.6476827670091405,0.6326451730241786,train
137,1.0225563909774436,0.3408521303258145,0.29056255594716374,0.3884850614098786,0.7479375265876701,1,1.0826386174212705,0.06008222644382672,train
138,1.0300751879699248,0.3433583959899749,0.36722786093195825,0.13620236159553642,2.69619305150134,2,0.3888611944520316,-0.6412139935178933,train
139,1.037593984962406,0.3458646616541354,0.2337718535393366,0.39921520882587985,0.5855785259957309,1,-0.2936525940250918,-1.3312465789874977,train
140,1.045112781954887,0.3483709273182957,0.18006653614851506,0.8381895153913048,0.2148279510087308,0,-0.5955191075190341,-1.640631889473921,train
141,1.0526315789473684,0.3508771929824561,0.38784963288618707,1.0165066280812018,0.38155150411395483,2,0.14467563108243453,-0.9079559478649336,train
142,1.0601503759398496,0.3533834586466165,0.1468683414312849,0.5619378311422589,0.26136048027366937,0,0.2559652188982196,-0.8041851570416301,train
143,1.0676691729323307,0.35588972431077687,0.2093682075542399,0.5666223339601371,0.36950221515442305,1,-0.3266462612778137,-1.3943154342101443,train
144,1.075187969924812,0.3583959899749373,0.1489907073144186,0.9416878795445988,0.15821665601820284,0,0.39400901438585156,-0.6811789555389604,train
145,1.0827067669172932,0.3609022556390977,0.22200083792305084,0.5121251010071927,0.4334894686599884,1,0.6984449794361773,-0.3842617874811159,train
146,1.0902255639097744,0.3634085213032581,0.19588922086013594,0.32393313131139834,0.6047211659613377,1,1.018783150147757,-0.07144241376201756,train
147,1.0977443609022557,0.3659147869674186,0.32963653539344345,0.09657786596911258,3.4131685566428587,2,2.31419898820651,1.2164546273042542,train
148,1.1052631578947367,0.3684210526315789,0.030145718498672366,0.7481586925750032,0.040293214257682695,0,1.6857649107575734,0.5805017528628367,train
149,1.112781954887218,0.37092731829573933,0.23300377456463173,0.3921943928236367,0.5941027684947287,1,0.39743854857936234,-0.7153434063078556,train
150,1.1203007518796992,0.37343358395989973,0.1315474500292581,0.47797927281732333,0.27521580434625587,0,0.47867880538022006,-0.6416219464994791,train
151,1.1278195488721803,0.3759398496240601,0.23842538246636835,0.39606344132893073,0.6019878574663902,1,-0.6795569774529089,-1.8073765263250892,train
152,1.1353383458646615,0.37844611528822053,0.6537433674066857,1.1547234246179665,0.5661471426571024,3,-0.16044264445581208,-1.2957809903204736,train
153,1.1428571428571428,0.38095238095238093,0.049606369253558984,0.785049818594917,0.06318881691144712,0,0.3076942757387144,-0.8351628671184285,train
154,1.150375939849624,0.38345864661654133,0.20785598926906154,0.5008699375858676,0.41498994783137155,1,-0.5875879724229223,-1.737963912272546,train
155,1.1578947368421053,0.3859649122807018,0.6361413071015287,1.1107056897222984,0.5727361559303603,3,0.7088016891053313,-0.44909304773677394,train
156,1.1654135338345863,0.38847117794486213,0.3107708188651162,0.26570386275253904,1.1696134773717983,1,0.6188092263946002,-0.5466043074399862,train
157,1.1729323308270676,0.39097744360902253,0.17516101920546348,0.39268320735765727,0.44606190415961994,0,2.65241851935273,1.479486188525662,train
158,1.1804511278195489,0.39348370927318294,0.34463948706379083,0.9405397443240907,0.36642735104348245,2,1.4875528617042908,0.30710173388474193,train
159,1.18796992481203,0.3959899749373433,0.22789785945225638,0.2590158370820896,0.8798607143856959,1,1.823945673046162,0.6359757482341324,train
160,1.1954887218045112,0.39849624060150374,0.2646488255090255,0.3832301083652301,0.6905742000229456,1,2.9270890173828494,1.731600295578338,train
161,1.2030075187969924,0.40100250626566414,0.40186593643906354,1.0627377597091132,0.3781421453859512,2,1.3677678699002715,0.1647603511032792,train
162,1.2105263157894737,0.40350877192982454,0.3831181055260111,0.20244131692816056,1.8924896920225356,2,1.4244623159339125,0.21393600014443873,train
163,1.218045112781955,0.406015037593985,0.3426510186421486,0.11393350977088064,3.0074647865339794,2,2.3144834447580247,1.09643833197607,train
164,1.225563909774436,0.40852130325814534,0.1677818826358754,0.6656405566457497,0.25206078710310315,0,0.7928853877595001,-0.43267852201493584,train
165,1.2330827067669172,0.41102756892230574,0.3241647928449176,0.3715481980700719,0.8724703673136425,2,0.43132502429930347,-0.8017576824676138,train
166,1.2406015037593985,0.41353383458646614,0.0137679507508549,0.5746723936883602,0.02395791219844317,0,0.6375020400618941,-0.6030994636975043,train
167,1.2481203007518795,0.4160401002506265,0.12401474930093838,0.48782022539562403,0.2542222377113658,0,1.7298139714425391,0.4816936706906596,train
168,1.2556390977443608,0.41854636591478694,0.38820945231593523,0.41230975766657224,0.9415480596747688,2,1.7437814104005007,0.4881423126561397,train
169,1.263157894736842,0.42105263157894735,0.3221473292121273,0.3011325124717863,1.069785944293577,2,2.0691205434275166,0.8059626486906747,train
170,1.2706766917293233,0.42355889724310775,0.2941065141602514,0.49081948721840635,0.5992152345601123,1,2.0950295248571718,0.8243528331278486,train
171,1.2781954887218046,0.4260651629072682,0.265468854175683,0.5981431124241863,0.4438216350929407,1,1.5874237846327501,0.3092282959109455,train
172,1.2857142857142856,0.42857142857142855,0.33236380125971016,0.18890905625575338,1.759385218725255,2,0.7014911761252866,-0.5842231095889989,train
173,1.2932330827067668,0.43107769423558895,0.24299020120272896,0.43083160751155414,0.564002726276791,1,1.5882638480007645,0.29503076529399774,train
174,1.300751879699248,0.43358395989974935,0.338843165948258,0.15412993798953722,2.198425369971015,2,1.7889293700152529,0.4881774903160047,train
175,1.3082706766917291,0.4360902255639097,0.2993533627697944,0.3183526776134728,0.9403199150511108,1,2.2937487734422306,0.9854780967505015,train
176,1.3157894736842104,0.43859649122807015,0.14942447246219492,0.6075206947240749,0.2459578311650122,0,3.5000626364651284,2.184273162780918,train
177,1.3233082706766917,0.44110275689223055,0.7790606169760109,1.3333110223986575,0.5843052400290389,3,0.7117170254659565,-0.6115912452107353,train
178,1.330827067669173,0.44360902255639095,0.29011186478022155,0.3215006233685768,0.902367969743031,1,0.5227409920907904,-0.8080860755783825,train
179,1.3383458646616542,0.4461152882205514,0.14549591964761308,0.543418639780028,0.26774186418505774,0,1.253025790726897,-0.08532007393475706,train
180,1.3458646616541352,0.44862155388471175,0.4277095574131521,0.2880805738169316,1.4846872586589315,3,0.30968439594447605,-1.036180265709659,train
181,1.3533834586466165,0.45112781954887216,0.07285394841361609,0.6769928548048996,0.10761405810495835,0,1.3630989653100494,0.009715506663433144,train
182,1.3609022556390977,0.45363408521303256,0.32831315590552507,0.06942721325479365,4.728882818623812,2,1.0935190765495413,-0.2673831790895564,train
183,1.3684210526315788,0.4561403508771929,0.336043846387514,0.1623078389323524,2.070410453358154,2,1.033977972876342,-0.3344430797552364,train
184,1.37593984962406,0.45864661654135336,0.30718284209115465,0.2956883609654131,1.038873634011878,1,0.5089193166176295,-0.8670205330064306,train
185,1.3834586466165413,0.46115288220551376,0.0974765337819078,0.5531252510525644,0.17622868165287298,0,0.22208708704718333,-1.161371559569358,train
186,1.3909774436090225,0.46365914786967416,0.05299810107517837,0.7312330146777649,0.07247771915568287,0,0.1796890408819117,-1.211288402727111,train
187,1.3984962406015038,0.4661654135338346,0.03986356067889291,0.7451452297469329,0.053497706336295574,0,0.5092177948639293,-0.8892784457375742,train
188,1.4060150375939848,0.46867167919799496,0.07285077451463116,0.6097625469523451,0.11947400652720752,0,1.9577326558293422,0.5517176182353575,train
189,1.413533834586466,0.47117794486215536,0.32513990331162346,0.29989763729815483,1.084169606139221,2,2.607039662678617,1.193505828092151,train
190,1.4210526315789473,0.47368421052631576,0.07323546244145383,0.7505467891835629,0.09757614514761781,0,0.7661748650668107,-0.6548777665121367,train
191,1.4285714285714284,0.4761904761904761,0.25096499662006766,0.48994619973900816,0.5122297034934763,1,0.3778729010778839,-1.0506985274935445,train
192,1.4360902255639096,0.47869674185463656,0.16578265056115998,0.7318134470700915,0.22653676456054744,0,1.5594197870584052,0.12332956149449553,train
193,1.443609022556391,0.48120300751879697,0.36705647345652886,0.18080222273048469,2.0301546513821713,2,0.2303408313172385,-1.2132681912391525,train
194,1.4511278195488722,0.48370927318295737,0.2746414172605244,0.8138267945173123,0.33746912624499736,1,0.4502583801053541,-1.000869439443518,train
195,1.4586466165413534,0.4862155388471178,0.15222237955268025,0.6156451966166174,0.24725666729675494,0,-0.0572398722664926,-1.5158864888078458,train
196,1.4661654135338344,0.48872180451127817,0.3000833806189011,0.9698687863491168,0.30940616384666514,1,1.1028189089163285,-0.36334650461750595,train
197,1.4736842105263157,0.49122807017543857,0.33653889550165944,0.24378980742910986,1.3804469475185894,2,1.213514394358111,-0.2601698161682046,train
198,1.481203007518797,0.49373433583959897,0.3477788617059412,0.23439785373182923,1.4837118009784738,2,2.6777907806905814,1.1965877731717847,train
199,1.488721804511278,0.4962406015037593,0.023329294133664132,0.7426774789252562,0.03141241628522846,0,2.9822165098478934,1.4934947053366152,train
200,1.4962406015037593,0.49874686716791977,0.33072235037218123,0.946001035604111,0.3496004104910771,2,2.6647341412117966,1.1684935397080374,train
201,1.5037593984962405,0.5012531328320802,0.03586017667042273,0.7232502892938452,0.049581973490028304,0,3.537775456389214,2.034016057892974,train
