grupo,sarle
deterministas,0.40408288057690206
deterministas,0.4196046718453237
deterministas,0.47789095103375784
deterministas,0.45862267127232753
deterministas,0.5086374390542577
deterministas,0.44944911938948834
deterministas,0.34895169389835373
deterministas,0.4454044493037072
deterministas,0.467719959689896
deterministas,0.5342986914247724
deterministas,0.3682536989113515
deterministas,0.42375097544495177
deterministas,0.5379100641175811
deterministas,0.34229060973894726
deterministas,0.4179577079036876
deterministas,0.4600629968507423
deterministas,0.2610038342766049
deterministas,0.4094252515718775
deterministas,0.4484149432443259
deterministas,0.4504153161011962
deterministas,0.47667068626348924
deterministas,0.5460600285732555
deterministas,0.38927418268322805
deterministas,0.4482170268297302
deterministas,0.48784728729272553
deterministas,0.41205249665994365
deterministas,0.508078673146779
deterministas,0.4461309612124134
deterministas,0.4857819847143353
deterministas,0.39138297391578464
deterministas,0.40951919669893727
deterministas,0.38079913559563133
deterministas,0.2823198821127946
deterministas,0.46668319759313565
deterministas,0.5495891821282722
deterministas,0.4750279693521909
deterministas,0.39448078515370477
deterministas,0.3312320077247496
deterministas,0.41692768922842
deterministas,0.39588326239731325
deterministas,0.4290856752632092
deterministas,0.5437333172509016
deterministas,0.479605313705972
deterministas,0.5349828500415159
deterministas,0.32767023035482584
deterministas,0.38500411007592455
deterministas,0.3362372253928342
deterministas,0.42914408988897695
deterministas,0.48458776176123275
deterministas,0.2916198924064693
deterministas,0.3290314321477272
deterministas,0.5054255846808029
deterministas,0.5562566883660388
deterministas,0.48642960894271525
deterministas,0.4169102693657218
deterministas,0.4899842398422852
deterministas,0.5143721176541037
deterministas,0.4616796690444548
deterministas,0.3748309267261393
deterministas,0.45577813658879696
deterministas,0.44067706401202217
deterministas,0.45386421054240095
deterministas,0.5054652719709675
deterministas,0.4466522812752977
deterministas,0.42720262528974196
deterministas,0.48013196787899726
deterministas,0.5468710831949439
deterministas,0.4991489918886417
deterministas,0.3269768314706352
deterministas,0.2910578521325604
deterministas,0.4472071485754343
deterministas,0.42730572670288586
deterministas,0.5340255238592714
deterministas,0.38405876073902223
deterministas,0.5120203236420243
deterministas,0.5041910844400697
deterministas,0.4803940866328257
deterministas,0.22668144608324245
deterministas,0.473912345610122
deterministas,0.4611317775333641
deterministas,0.26081598449266336
deterministas,0.5276649808289743
deterministas,0.463573315738916
deterministas,0.5279266542420716
deterministas,0.46353468326866987
deterministas,0.527323996460584
deterministas,0.4799281721954161
deterministas,0.3568670012826122
deterministas,0.45256919429298786
deterministas,0.5302243440285104
deterministas,0.5007371051130729
deterministas,0.36154977822949147
deterministas,0.39914289418141885
deterministas,0.3667239671811861
deterministas,0.4731057975543857
deterministas,0.5458174403373738
deterministas,0.5311730612712648
deterministas,0.5274970959156288
deterministas,0.38961951181465215
deterministas,0.4842901461397895
deterministas,0.5056196231019042
deterministas,0.2657202027445247
deterministas,0.349892907332287
deterministas,0.4847740997418632
deterministas,0.3680841474495389
deterministas,0.47162302301568
deterministas,0.49784810190582746
deterministas,0.2842476656361198
deterministas,0.4609332230469072
deterministas,0.4526255949638126
deterministas,0.5377665421251072
deterministas,0.4785385169734482
deterministas,0.48016599985200187
deterministas,0.4424909749060605
deterministas,0.39077429505866207
deterministas,0.5045076527494141
deterministas,0.4718883449081387
deterministas,0.3948125432604823
deterministas,0.4563121865685478
deterministas,0.5059039157914825
deterministas,0.4192782431437461
deterministas,0.46233163441934944
deterministas,0.37379056341912237
deterministas,0.33793210817344577
deterministas,0.2686364661267963
deterministas,0.4634450707137479
deterministas,0.4157273425790112
deterministas,0.3021945853053446
deterministas,0.39217378968600203
deterministas,0.40424563235908495
deterministas,0.3714792692089644
deterministas,0.3435637751543911
deterministas,0.4573707128270966
deterministas,0.42053934052552855
deterministas,0.46491727373972247
deterministas,0.4002952497643422
deterministas,0.5478929285073303
deterministas,0.5270423004107466
deterministas,0.3263369093507766
deterministas,0.4921275600693848
deterministas,0.4793689753128766
deterministas,0.544439801903992
deterministas,0.47869257442603447
deterministas,0.2949877132990934
deterministas,0.40971795920566006
deterministas,0.33737979922787953
deterministas,0.30436479320242155
deterministas,0.4353433803745841
