t,bloque,I_t_puntual,I_t_simultaneo
1096,test,0.9795918367346939,0.0
1097,test,1.0,1.0
1098,test,1.0,1.0
1099,test,1.0,1.0
1100,test,1.0,1.0
1101,test,1.0,1.0
1102,test,1.0,1.0
1103,test,1.0,1.0
1104,test,1.0,1.0
1105,test,1.0,1.0
1106,test,1.0,1.0
1107,test,1.0,1.0
1108,test,1.0,1.0
1109,test,1.0,1.0
1110,test,0.9795918367346939,0.0
1111,test,1.0,1.0
1112,test,1.0,1.0
1113,test,1.0,1.0
1114,test,1.0,1.0
1115,test,1.0,1.0
1116,test,1.0,1.0
1117,test,1.0,1.0
1118,test,1.0,1.0
1119,test,1.0,1.0
1120,test,1.0,1.0
1121,test,1.0,1.0
1122,test,1.0,1.0
1123,test,1.0,1.0
1124,test,1.0,1.0
1125,test,1.0,1.0
1126,test,1.0,1.0
1127,test,0.9795918367346939,0.0
1128,test,1.0,1.0
1129,test,1.0,1.0
1130,test,1.0,1.0
1131,test,1.0,1.0
1132,test,0.9795918367346939,0.0
1133,test,1.0,1.0
1134,test,1.0,1.0
1135,test,1.0,1.0
1136,test,1.0,1.0
1137,test,1.0,1.0
1138,test,0.4897959183673469,0.0
1139,test,0.7551020408163265,0.0
1140,test,1.0,1.0
1141,test,1.0,1.0
1142,test,1.0,1.0
1143,test,1.0,1.0
1144,test,1.0,1.0
1145,test,1.0,1.0
1146,test,1.0,1.0
1147,test,1.0,1.0
1148,test,1.0,1.0
1149,test,1.0,1.0
1150,test,1.0,1.0
1151,test,1.0,1.0
1152,test,1.0,1.0
1153,test,1.0,1.0
1154,test,1.0,1.0
1155,test,1.0,1.0
1156,test,1.0,1.0
1157,test,1.0,1.0
1158,test,1.0,1.0
1159,test,1.0,1.0
1160,test,1.0,1.0
1161,test,1.0,1.0
1162,test,1.0,1.0
1163,test,1.0,1.0
1164,test,1.0,1.0
1165,test,1.0,1.0
1166,test,0.9795918367346939,0.0
1167,test,1.0,1.0
1168,test,1.0,1.0
1169,test,1.0,1.0
1170,test,1.0,1.0
1171,test,1.0,1.0
1172,test,1.0,1.0
1173,test,1.0,1.0
1174,test,1.0,1.0
1175,test,1.0,1.0
1176,test,1.0,1.0
1177,test,0.9591836734693877,0.0
1178,test,0.9387755102040817,0.0
1179,test,1.0,1.0
1180,test,0.9795918367346939,0.0
1181,test,1.0,1.0
1182,test,1.0,1.0
1183,test,1.0,1.0
1184,test,1.0,1.0
1185,test,1.0,1.0
1186,test,1.0,1.0
1187,test,1.0,1.0
1188,test,1.0,1.0
1189,test,1.0,1.0
1190,test,1.0,1.0
1191,test,1.0,1.0
1192,test,1.0,1.0
1193,test,1.0,1.0
1194,test,1.0,1.0
1195,test,1.0,1.0
1196,test,1.0,1.0
1197,test,1.0,1.0
1198,test,1.0,1.0
1199,test,1.0,1.0
1200,test,1.0,1.0
1201,test,1.0,1.0
1202,test,1.0,1.0
1203,test,1.0,1.0
1204,test,1.0,1.0
1205,test,1.0,1.0
1206,test,1.0,1.0
1207,test,1.0,1.0
1208,test,1.0,1.0
1209,test,1.0,1.0
1210,test,1.0,1.0
1211,test,1.0,1.0
1212,test,1.0,1.0
1213,test,1.0,1.0
1214,test,1.0,1.0
1215,test,1.0,1.0
1216,test,1.0,1.0
1217,test,1.0,1.0
1218,test,1.0,1.0
1219,test,1.0,1.0
1220,test,1.0,1.0
1221,test,1.0,1.0
1222,test,1.0,1.0
1223,test,1.0,1.0
1224,test,1.0,1.0
1225,test,1.0,1.0
1226,test,1.0,1.0
1227,test,1.0,1.0
1228,test,1.0,1.0
1229,test,0.9591836734693877,0.0
1230,test,1.0,1.0
1231,test,0.9795918367346939,0.0
1232,test,1.0,1.0
1233,test,1.0,1.0
1234,test,1.0,1.0
1235,test,1.0,1.0
1236,test,1.0,1.0
1237,test,1.0,1.0
1238,test,1.0,1.0
1239,test,1.0,1.0
1240,test,1.0,1.0
1241,test,1.0,1.0
1242,test,1.0,1.0
1243,test,1.0,1.0
1244,test,1.0,1.0
1245,test,1.0,1.0
1246,test,1.0,1.0
1247,test,1.0,1.0
1248,test,1.0,1.0
1249,test,1.0,1.0
1250,test,1.0,1.0
1251,test,1.0,1.0
1252,test,1.0,1.0
1253,test,1.0,1.0
1254,test,1.0,1.0
1255,test,1.0,1.0
1256,test,1.0,1.0
1257,test,1.0,1.0
1258,test,1.0,1.0
1259,test,1.0,1.0
1260,test,1.0,1.0
1261,test,0.9795918367346939,0.0
1262,test,1.0,1.0
1263,test,1.0,1.0
1264,test,1.0,1.0
1265,test,1.0,1.0
1266,test,1.0,1.0
1267,test,1.0,1.0
1268,test,1.0,1.0
1269,test,1.0,1.0
1270,test,0.9795918367346939,0.0
1271,test,1.0,1.0
1272,test,1.0,1.0
1273,test,1.0,1.0
1274,test,1.0,1.0
1275,test,1.0,1.0
1276,test,1.0,1.0
1277,test,1.0,1.0
1278,test,1.0,1.0
1279,test,1.0,1.0
1280,test,1.0,1.0
1281,test,1.0,1.0
1282,test,1.0,1.0
1283,test,1.0,1.0
1284,test,1.0,1.0
1285,test,1.0,1.0
1286,test,1.0,1.0
1287,test,1.0,1.0
1288,test,1.0,1.0
1289,test,1.0,1.0
1290,test,1.0,1.0
1291,test,1.0,1.0
1292,test,1.0,1.0
1293,test,1.0,1.0
1294,test,1.0,1.0
1295,test,0.9795918367346939,0.0
1296,test,1.0,1.0
1297,test,1.0,1.0
1298,test,1.0,1.0
1299,test,1.0,1.0
1300,test,1.0,1.0
1301,test,1.0,1.0
1302,test,1.0,1.0
1303,test,1.0,1.0
1304,test,1.0,1.0
1305,test,1.0,1.0
1306,test,1.0,1.0
1307,test,1.0,1.0
1308,test,0.9795918367346939,0.0
1309,test,1.0,1.0
1310,test,1.0,1.0
1311,test,1.0,1.0
1312,test,1.0,1.0
1313,test,1.0,1.0
1314,test,1.0,1.0
1315,test,1.0,1.0
1316,test,1.0,1.0
1317,test,1.0,1.0
1318,test,1.0,1.0
1319,test,1.0,1.0
1320,test,1.0,1.0
1321,test,1.0,1.0
1322,test,1.0,1.0
1323,test,1.0,1.0
1324,test,1.0,1.0
1325,test,1.0,1.0
1326,test,1.0,1.0
1327,test,1.0,1.0
1328,test,1.0,1.0
1329,test,1.0,1.0
1330,test,1.0,1.0
1331,test,0.9795918367346939,0.0
1332,test,1.0,1.0
1333,test,1.0,1.0
1334,test,1.0,1.0
1335,test,1.0,1.0
1336,test,1.0,1.0
1337,test,1.0,1.0
1338,test,1.0,1.0
1339,test,1.0,1.0
1340,test,1.0,1.0
1341,test,1.0,1.0
1342,test,1.0,1.0
1343,test,1.0,1.0
1344,test,0.9795918367346939,0.0
1345,test,1.0,1.0
1346,test,1.0,1.0
1347,test,1.0,1.0
1348,test,1.0,1.0
1349,test,1.0,1.0
1350,test,1.0,1.0
1351,test,1.0,1.0
1352,test,1.0,1.0
1353,test,1.0,1.0
1354,test,1.0,1.0
1355,test,1.0,1.0
1356,test,1.0,1.0
1357,test,1.0,1.0
1358,test,1.0,1.0
1359,test,1.0,1.0
1360,test,1.0,1.0
1361,test,1.0,1.0
1362,test,0.9795918367346939,0.0
1363,test,1.0,1.0
1364,test,1.0,1.0
1365,test,1.0,1.0
1366,test,1.0,1.0
1367,test,1.0,1.0
1368,test,1.0,1.0
1369,test,1.0,1.0
1370,test,0.9795918367346939,0.0
1371,test,1.0,1.0
1372,test,1.0,1.0
1373,test,1.0,1.0
1374,test,1.0,1.0
1375,test,1.0,1.0
1376,test,1.0,1.0
1377,test,1.0,1.0
1378,test,1.0,1.0
1379,test,1.0,1.0
1380,test,1.0,1.0
1381,test,1.0,1.0
1382,test,1.0,1.0
1383,test,1.0,1.0
1384,test,0.9795918367346939,0.0
1385,test,1.0,1.0
1386,test,1.0,1.0
1387,test,1.0,1.0
1388,test,0.9591836734693877,0.0
1389,test,1.0,1.0
1390,test,1.0,1.0
1391,test,1.0,1.0
1392,test,1.0,1.0
1393,test,1.0,1.0
1394,test,0.9795918367346939,0.0
1395,test,0.9387755102040817,0.0
1396,test,1.0,1.0
1397,test,1.0,1.0
1398,test,1.0,1.0
1399,test,1.0,1.0
1400,test,1.0,1.0
1401,test,1.0,1.0
1402,test,1.0,1.0
1403,test,1.0,1.0
1404,test,1.0,1.0
1405,test,1.0,1.0
1406,test,1.0,1.0
1407,test,1.0,1.0
1408,test,1.0,1.0
1409,test,1.0,1.0
1410,test,1.0,1.0
1411,test,1.0,1.0
1412,test,1.0,1.0
1413,test,1.0,1.0
1414,test,1.0,1.0
1415,test,1.0,1.0
1416,test,1.0,1.0
1417,test,1.0,1.0
1418,test,1.0,1.0
1419,test,1.0,1.0
1420,test,1.0,1.0
1421,test,1.0,1.0
1422,test,1.0,1.0
1423,test,1.0,1.0
1424,test,1.0,1.0
1425,test,1.0,1.0
1426,test,1.0,1.0
1427,test,1.0,1.0
1428,test,1.0,1.0
1429,test,1.0,1.0
1430,test,0.9591836734693877,0.0
1431,test,1.0,1.0
1432,test,1.0,1.0
1433,test,0.9795918367346939,0.0
1434,test,1.0,1.0
1435,test,1.0,1.0
1436,test,1.0,1.0
1437,test,1.0,1.0
1438,test,1.0,1.0
1439,test,1.0,1.0
1440,test,1.0,1.0
1441,test,1.0,1.0
1442,test,1.0,1.0
1443,test,1.0,1.0
1444,test,1.0,1.0
1445,test,1.0,1.0
1446,test,1.0,1.0
1447,test,1.0,1.0
1448,test,1.0,1.0
1449,test,1.0,1.0
1450,test,1.0,1.0
1451,test,1.0,1.0
1452,test,1.0,1.0
1453,test,1.0,1.0
1454,test,0.9795918367346939,0.0
1455,test,1.0,1.0
1456,test,1.0,1.0
1457,test,1.0,1.0
1458,test,1.0,1.0
1459,test,1.0,1.0
1460,test,1.0,1.0
1461,test,1.0,1.0
1462,test,1.0,1.0
1463,test,1.0,1.0
1464,test,1.0,1.0
1465,test,1.0,1.0
1466,test,1.0,1.0
1467,test,1.0,1.0
1468,test,1.0,1.0
1469,test,1.0,1.0
1470,test,1.0,1.0
1471,test,1.0,1.0
1472,test,1.0,1.0
1473,test,1.0,1.0
1474,test,1.0,1.0
1475,test,1.0,1.0
1476,test,1.0,1.0
1477,test,1.0,1.0
1478,test,1.0,1.0
1479,test,1.0,1.0
1480,test,1.0,1.0
1481,test,1.0,1.0
1482,test,1.0,1.0
1483,test,1.0,1.0
1484,test,1.0,1.0
1485,test,1.0,1.0
1486,test,1.0,1.0
1487,test,1.0,1.0
1488,test,1.0,1.0
1489,test,1.0,1.0
1490,test,1.0,1.0
1491,test,1.0,1.0
1492,test,1.0,1.0
1493,test,1.0,1.0
1494,test,1.0,1.0
1495,test,1.0,1.0
1496,test,1.0,1.0
1497,test,1.0,1.0
1498,test,1.0,1.0
1499,test,1.0,1.0
1500,test,1.0,1.0
1501,test,1.0,1.0
1502,test,1.0,1.0
1503,test,1.0,1.0
1504,test,1.0,1.0
1505,test,1.0,1.0
1506,test,1.0,1.0
1507,test,1.0,1.0
1508,test,1.0,1.0
1509,test,1.0,1.0
1510,test,1.0,1.0
1511,test,1.0,1.0
